Level,Div Num,Div Name,Subject,Subgroup,Number Tested,Number of Students,2023-2024 Participation Rate
Div,106,Colonial Heights City ,Reading,Students with Disabilities,252,258,97.7
Div,106,Colonial Heights City ,Science,Students with Disabilities,107,110,97.3
Div,106,Colonial Heights City ,Mathematics,White,682,689,99
Div,106,Colonial Heights City ,Reading,White,681,689,98.8
Div,106,Colonial Heights City ,Science,White,313,320,97.8
Div,23,Craig County ,Mathematics,All Students,243,243,100
Div,23,Craig County ,Reading,All Students,243,243,100
Div,23,Craig County ,Science,All Students,114,114,100
Div,23,Craig County ,Mathematics,Black,0,0,0
Div,23,Craig County ,Reading,Black,0,0,0
Div,23,Craig County ,Mathematics,Economically Disadvantaged,134,134,100
Div,23,Craig County ,Reading,Economically Disadvantaged,134,134,100
Div,23,Craig County ,Science,Economically Disadvantaged,61,61,100
Div,23,Craig County ,Mathematics,Female,117,117,100
Div,23,Craig County ,Reading,Female,117,117,100
Div,23,Craig County ,Science,Female,41,41,100
Div,23,Craig County ,Mathematics,Hispanic,0,0,0
Div,23,Craig County ,Reading,Hispanic,0,0,0
Div,23,Craig County ,Science,Hispanic,0,0,0
Div,23,Craig County ,Mathematics,Male,126,126,100
Div,23,Craig County ,Reading,Male,126,126,100
Div,23,Craig County ,Science,Male,40,40,100
Div,23,Craig County ,Mathematics,Students with Disabilities,75,75,100
Div,23,Craig County ,Reading,Students with Disabilities,75,75,100
Div,23,Craig County ,Science,Students with Disabilities,31,31,100
Div,23,Craig County ,Mathematics,White,241,241,100
Div,23,Craig County ,Reading,White,241,241,100
Div,23,Craig County ,Science,White,113,113,100
Div,24,Culpeper County ,Mathematics,All Students,4364,4398,99.2
Div,24,Culpeper County ,Reading,All Students,4300,4320,99.5
Div,24,Culpeper County ,Science,All Students,1852,1869,99.1
Div,24,Culpeper County ,Mathematics,Asian,60,60,100
Div,24,Culpeper County ,Reading,Asian,58,58,100
Div,24,Culpeper County ,Science,Asian,22,22,100
Div,24,Culpeper County ,Mathematics,Black,556,557,99.8
Div,24,Culpeper County ,Reading,Black,555,557,99.6
Div,24,Culpeper County ,Science,Black,235,238,98.7
Div,24,Culpeper County ,Mathematics,Economically Disadvantaged,1903,1922,99
Div,24,Culpeper County ,Reading,Economically Disadvantaged,1903,1913,99.5
Div,24,Culpeper County ,Science,Economically Disadvantaged,788,794,99.2
Div,24,Culpeper County ,Mathematics,English Learners,874,882,99.1
Div,24,Culpeper County ,Reading,English Learners,796,802,99.3
Div,24,Culpeper County ,Science,English Learners,293,294,99.7
Div,24,Culpeper County ,Mathematics,Female,2148,2163,99.3
Div,24,Culpeper County ,Reading,Female,2119,2127,99.6
Div,24,Culpeper County ,Science,Female,590,597,98.8
Div,24,Culpeper County ,Mathematics,Hispanic,1334,1350,98.8
Div,24,Culpeper County ,Reading,Hispanic,1266,1273,99.5
Div,24,Culpeper County ,Science,Hispanic,536,540,99.3
Div,24,Culpeper County ,Mathematics,Male,2216,2235,99.1
Div,24,Culpeper County ,Reading,Male,2181,2193,99.5
Div,24,Culpeper County ,Science,Male,640,641,99.8
Div,24,Culpeper County ,Mathematics,Multiple Races,375,378,99.2
Div,24,Culpeper County ,Reading,Multiple Races,376,378,99.5
Div,24,Culpeper County ,Science,Multiple Races,153,155,98.7
Div,24,Culpeper County ,Mathematics,Students with Disabilities,491,498,98.6
Div,24,Culpeper County ,Reading,Students with Disabilities,492,498,98.8
Div,24,Culpeper County ,Science,Students with Disabilities,190,193,98.4
Div,24,Culpeper County ,Mathematics,White,2024,2038,99.3
Div,24,Culpeper County ,Reading,White,2030,2039,99.6
Div,24,Culpeper County ,Science,White,902,910,99.1
Div,25,Cumberland County ,Mathematics,All Students,613,615,99.7
Div,25,Cumberland County ,Reading,All Students,612,614,99.7
Div,25,Cumberland County ,Science,All Students,251,253,99.2
Div,25,Cumberland County ,Mathematics,Asian,0,0,0
Div,25,Cumberland County ,Reading,Asian,0,0,0
Div,25,Cumberland County ,Mathematics,Black,219,219,100
Div,25,Cumberland County ,Reading,Black,218,219,99.5
Div,25,Cumberland County ,Science,Black,106,106,100
Div,25,Cumberland County ,Mathematics,Economically Disadvantaged,314,315,99.7
Div,25,Cumberland County ,Reading,Economically Disadvantaged,314,315,99.7
Div,25,Cumberland County ,Science,Economically Disadvantaged,137,138,99.3
Div,25,Cumberland County ,Mathematics,English Learners,13,13,100
Div,25,Cumberland County ,Reading,English Learners,12,12,100
Div,25,Cumberland County ,Science,English Learners,0,0,0
Div,25,Cumberland County ,Mathematics,Female,315,315,100
Div,25,Cumberland County ,Reading,Female,312,314,99.4
Div,25,Cumberland County ,Science,Female,86,86,100
Div,25,Cumberland County ,Mathematics,Hispanic,32,32,100
Div,25,Cumberland County ,Reading,Hispanic,30,30,100
Div,25,Cumberland County ,Science,Hispanic,10,10,100
Div,25,Cumberland County ,Mathematics,Male,298,300,99.3
Div,25,Cumberland County ,Reading,Male,300,300,100
Div,25,Cumberland County ,Science,Male,94,94,100
Div,25,Cumberland County ,Mathematics,Multiple Races,43,43,100
Div,25,Cumberland County ,Reading,Multiple Races,44,44,100
Div,25,Cumberland County ,Science,Multiple Races,17,17,100
Div,25,Cumberland County ,Mathematics,Students with Disabilities,83,83,100
Div,25,Cumberland County ,Reading,Students with Disabilities,83,83,100
Div,25,Cumberland County ,Science,Students with Disabilities,39,39,100
Div,25,Cumberland County ,Mathematics,White,316,318,99.4
Div,25,Cumberland County ,Reading,White,317,318,99.7
Div,25,Cumberland County ,Science,White,118,120,98.3
Div,108,Danville City ,Mathematics,All Students,2773,2791,99.4
Div,108,Danville City ,Reading,All Students,2749,2768,99.3
Div,108,Danville City ,Science,All Students,1127,1141,98.8
Div,108,Danville City ,Mathematics,Asian,34,34,100
Div,108,Danville City ,Reading,Asian,34,34,100
Div,108,Danville City ,Science,Asian,17,17,100
Div,108,Danville City ,Mathematics,Black,1921,1934,99.3
Div,108,Danville City ,Reading,Black,1920,1936,99.2
Div,108,Danville City ,Science,Black,751,763,98.4
Div,108,Danville City ,Mathematics,Economically Disadvantaged,2264,2277,99.4
Div,108,Danville City ,Reading,Economically Disadvantaged,2259,2278,99.2
Div,108,Danville City ,Science,Economically Disadvantaged,906,919,98.6
Div,108,Danville City ,Mathematics,English Learners,221,222,99.5
Div,108,Danville City ,Reading,English Learners,199,199,100
Div,108,Danville City ,Science,English Learners,92,92,100
Div,108,Danville City ,Mathematics,Female,1339,1348,99.3
Div,108,Danville City ,Reading,Female,1329,1339,99.3
Div,108,Danville City ,Science,Female,369,369,100
Div,108,Danville City ,Mathematics,Hispanic,296,297,99.7
Div,108,Danville City ,Reading,Hispanic,275,275,100
Div,108,Danville City ,Science,Hispanic,126,126,100
Div,108,Danville City ,Mathematics,Male,1433,1442,99.4
Div,108,Danville City ,Reading,Male,1419,1428,99.4
Div,108,Danville City ,Science,Male,448,448,100
Div,108,Danville City ,Mathematics,Multiple Races,100,100,100
Div,108,Danville City ,Reading,Multiple Races,100,101,99
Div,108,Danville City ,Science,Multiple Races,40,40,100
Div,108,Danville City ,Mathematics,Students with Disabilities,459,465,98.7
Div,108,Danville City ,Reading,Students with Disabilities,458,463,98.9
Div,108,Danville City ,Science,Students with Disabilities,171,172,99.4
Div,108,Danville City ,Mathematics,White,414,418,99
Div,108,Danville City ,Reading,White,413,415,99.5
Div,108,Danville City ,Science,White,193,195,99
Div,917,Department of Juvenile Justice,Mathematics,All Students,31,38,81.6
Div,917,Department of Juvenile Justice,Reading,All Students,21,37,56.8
Div,917,Department of Juvenile Justice,Science,All Students,27,38,71.1
Div,917,Department of Juvenile Justice,Mathematics,Black,22,28,78.6
Div,917,Department of Juvenile Justice,Reading,Black,14,27,51.9
Div,917,Department of Juvenile Justice,Science,Black,17,27,63
Div,917,Department of Juvenile Justice,Mathematics,Economically Disadvantaged,31,38,81.6
Div,917,Department of Juvenile Justice,Reading,Economically Disadvantaged,21,37,56.8
Div,917,Department of Juvenile Justice,Science,Economically Disadvantaged,27,38,71.1
Div,917,Department of Juvenile Justice,Mathematics,English Learners,0,0,0
Div,917,Department of Juvenile Justice,Reading,English Learners,0,0,0
Div,917,Department of Juvenile Justice,Science,English Learners,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Female,0,0,0
Div,917,Department of Juvenile Justice,Reading,Female,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,Reading,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,Science,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Male,30,36,83.3
Div,917,Department of Juvenile Justice,Reading,Male,20,35,57.1
Div,917,Department of Juvenile Justice,Science,Male,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Multiple Races,0,0,0
Div,917,Department of Juvenile Justice,Reading,Multiple Races,0,0,0
Div,917,Department of Juvenile Justice,Science,Multiple Races,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Students with Disabilities,12,16,75
Div,917,Department of Juvenile Justice,Reading,Students with Disabilities,7,15,46.7
Div,917,Department of Juvenile Justice,Science,Students with Disabilities,10,15,66.7
Div,917,Department of Juvenile Justice,Mathematics,White,0,0,0
Div,917,Department of Juvenile Justice,Reading,White,0,0,0
Div,917,Department of Juvenile Justice,Science,White,0,0,0
Div,26,Dickenson County ,Mathematics,All Students,961,962,99.9
Div,26,Dickenson County ,Reading,All Students,957,958,99.9
Div,26,Dickenson County ,Science,All Students,407,409,99.5
Div,26,Dickenson County ,Mathematics,Asian,0,0,0
Div,26,Dickenson County ,Science,Asian,0,0,0
Div,26,Dickenson County ,Mathematics,Black,0,0,0
Div,26,Dickenson County ,Reading,Black,0,0,0
Div,26,Dickenson County ,Science,Black,0,0,0
Div,26,Dickenson County ,Mathematics,Economically Disadvantaged,646,647,99.8
Div,26,Dickenson County ,Reading,Economically Disadvantaged,644,645,99.8
Div,26,Dickenson County ,Science,Economically Disadvantaged,265,267,99.3
Div,26,Dickenson County ,Mathematics,English Learners,0,0,0
Div,26,Dickenson County ,Reading,English Learners,0,0,0
Div,26,Dickenson County ,Science,English Learners,0,0,0
Div,26,Dickenson County ,Mathematics,Female,444,444,100
Div,26,Dickenson County ,Reading,Female,444,444,100
Div,26,Dickenson County ,Science,Female,122,122,100
Div,26,Dickenson County ,Mathematics,Hispanic,0,0,0
Div,26,Dickenson County ,Reading,Hispanic,0,0,0
Div,26,Dickenson County ,Science,Hispanic,0,0,0
Div,26,Dickenson County ,Mathematics,Male,517,518,99.8
Div,26,Dickenson County ,Reading,Male,513,514,99.8
Div,26,Dickenson County ,Science,Male,152,152,100
Div,26,Dickenson County ,Mathematics,Multiple Races,0,0,0
Div,26,Dickenson County ,Reading,Multiple Races,0,0,0
Div,26,Dickenson County ,Science,Multiple Races,0,0,0
Div,26,Dickenson County ,Mathematics,Students with Disabilities,156,157,99.4
Div,26,Dickenson County ,Reading,Students with Disabilities,156,157,99.4
Div,26,Dickenson County ,Science,Students with Disabilities,64,65,98.5
Div,26,Dickenson County ,Mathematics,White,940,941,99.9
Div,26,Dickenson County ,Reading,White,937,938,99.9
Div,26,Dickenson County ,Science,White,394,396,99.5
Div,27,Dinwiddie County ,Mathematics,All Students,2129,2156,98.7
Div,27,Dinwiddie County ,Reading,All Students,2127,2152,98.8
Div,27,Dinwiddie County ,Science,All Students,905,926,97.7
Div,27,Dinwiddie County ,Mathematics,Asian,0,0,0
Div,27,Dinwiddie County ,Reading,Asian,0,0,0
Div,27,Dinwiddie County ,Science,Asian,0,0,0
Div,27,Dinwiddie County ,Mathematics,Black,738,746,98.9
Div,27,Dinwiddie County ,Reading,Black,738,746,98.9
Div,27,Dinwiddie County ,Science,Black,333,340,97.9
Div,27,Dinwiddie County ,Mathematics,Economically Disadvantaged,1200,1221,98.3
Div,27,Dinwiddie County ,Reading,Economically Disadvantaged,1202,1221,98.4
Div,27,Dinwiddie County ,Science,Economically Disadvantaged,500,518,96.5
Div,27,Dinwiddie County ,Mathematics,English Learners,97,99,98
Div,27,Dinwiddie County ,Reading,English Learners,93,95,97.9
Div,27,Dinwiddie County ,Science,English Learners,32,32,100
Div,27,Dinwiddie County ,Mathematics,Female,1010,1022,98.8
Div,27,Dinwiddie County ,Reading,Female,1005,1018,98.7
Div,27,Dinwiddie County ,Science,Female,297,304,97.7
Div,27,Dinwiddie County ,Mathematics,Hispanic,208,210,99
Div,27,Dinwiddie County ,Reading,Hispanic,203,206,98.5
Div,27,Dinwiddie County ,Science,Hispanic,86,86,100
Div,27,Dinwiddie County ,Mathematics,Male,1118,1133,98.7
Div,27,Dinwiddie County ,Reading,Male,1121,1133,98.9
Div,27,Dinwiddie County ,Science,Male,310,311,99.7
Div,27,Dinwiddie County ,Mathematics,Multiple Races,128,128,100
Div,27,Dinwiddie County ,Reading,Multiple Races,128,128,100
Div,27,Dinwiddie County ,Science,Multiple Races,50,50,100
Div,27,Dinwiddie County ,Mathematics,Students with Disabilities,324,327,99.1
Div,27,Dinwiddie County ,Reading,Students with Disabilities,321,327,98.2
Div,27,Dinwiddie County ,Science,Students with Disabilities,144,149,96.6
Div,27,Dinwiddie County ,Mathematics,White,1042,1059,98.4
Div,27,Dinwiddie County ,Reading,White,1046,1060,98.7
Div,27,Dinwiddie County ,Science,White,430,444,96.8
Div,28,Essex County ,Mathematics,All Students,555,570,97.4
Div,28,Essex County ,Reading,All Students,560,569,98.4
Div,28,Essex County ,Science,All Students,253,261,96.9
Div,28,Essex County ,Mathematics,Asian,11,11,100
Div,28,Essex County ,Reading,Asian,11,11,100
Div,28,Essex County ,Science,Asian,0,0,0
Div,28,Essex County ,Mathematics,Black,304,312,97.4
Div,28,Essex County ,Reading,Black,308,312,98.7
Div,28,Essex County ,Science,Black,158,164,96.3
Div,28,Essex County ,Mathematics,Economically Disadvantaged,438,450,97.3
Div,28,Essex County ,Reading,Economically Disadvantaged,443,451,98.2
Div,28,Essex County ,Science,Economically Disadvantaged,208,216,96.3
Div,28,Essex County ,Mathematics,English Learners,27,28,96.4
Div,28,Essex County ,Reading,English Learners,24,25,96
Div,28,Essex County ,Science,English Learners,11,12,91.7
Div,28,Essex County ,Mathematics,Female,270,278,97.1
Div,28,Essex County ,Reading,Female,275,278,98.9
Div,28,Essex County ,Science,Female,67,69,97.1
Div,28,Essex County ,Mathematics,Hispanic,32,33,97
Div,28,Essex County ,Reading,Hispanic,30,31,96.8
Div,28,Essex County ,Science,Hispanic,12,13,92.3
Div,28,Essex County ,Mathematics,Male,285,292,97.6
Div,28,Essex County ,Reading,Male,285,291,97.9
Div,28,Essex County ,Science,Male,100,102,98
Div,28,Essex County ,Mathematics,Multiple Races,71,72,98.6
Div,28,Essex County ,Reading,Multiple Races,71,72,98.6
Div,28,Essex County ,Science,Multiple Races,21,21,100
Div,28,Essex County ,Mathematics,Students with Disabilities,114,120,95
Div,28,Essex County ,Reading,Students with Disabilities,119,121,98.3
Div,28,Essex County ,Science,Students with Disabilities,58,61,95.1
Div,28,Essex County ,Mathematics,White,132,137,96.4
Div,28,Essex County ,Reading,White,135,138,97.8
Div,28,Essex County ,Science,White,57,58,98.3
Div,29,Fairfax County ,Mathematics,All Students,89093,93482,95.3
Div,29,Fairfax County ,Reading,All Students,91386,91854,99.5
Div,29,Fairfax County ,Science,All Students,39532,40140,98.5
Div,29,Fairfax County ,Mathematics,Asian,16627,17890,92.9
Div,29,Fairfax County ,Reading,Asian,17505,17562,99.7
Div,29,Fairfax County ,Science,Asian,7843,7953,98.6
Div,29,Fairfax County ,Mathematics,Black,8905,9170,97.1
Div,29,Fairfax County ,Reading,Black,9047,9104,99.4
Div,29,Fairfax County ,Science,Black,3930,4001,98.2
Div,29,Fairfax County ,Mathematics,Economically Disadvantaged,30237,31091,97.3
Div,29,Fairfax County ,Reading,Economically Disadvantaged,29689,29918,99.2
Div,29,Fairfax County ,Science,Economically Disadvantaged,13157,13428,98
Div,29,Fairfax County ,Mathematics,English Learners,28057,28305,99.1
Div,29,Fairfax County ,Reading,English Learners,26326,26493,99.4
Div,29,Fairfax County ,Science,English Learners,9940,10059,98.8
Div,29,Fairfax County ,Mathematics,Female,42987,45193,95.1
Div,29,Fairfax County ,Reading,Female,44191,44392,99.5
Div,29,Fairfax County ,Science,Female,12731,12781,99.6
Div,29,Fairfax County ,Mathematics,Hispanic,25164,25826,97.4
Div,29,Fairfax County ,Reading,Hispanic,24563,24749,99.2
Div,29,Fairfax County ,Science,Hispanic,10638,10820,98.3
Div,29,Fairfax County ,Mathematics,Male,46015,48175,95.5
Div,29,Fairfax County ,Reading,Male,47083,47349,99.4
Div,29,Fairfax County ,Science,Male,13750,13800,99.6
Div,29,Fairfax County ,Mathematics,Multiple Races,5768,6054,95.3
Div,29,Fairfax County ,Reading,Multiple Races,6030,6057,99.6
Div,29,Fairfax County ,Science,Multiple Races,2465,2507,98.3
Div,29,Fairfax County ,Mathematics,Students with Disabilities,14555,14837,98.1
Div,29,Fairfax County ,Reading,Students with Disabilities,14664,14823,98.9
Div,29,Fairfax County ,Science,Students with Disabilities,5875,6026,97.5
Div,29,Fairfax County ,Mathematics,White,32240,34137,94.4
Div,29,Fairfax County ,Reading,White,33850,33991,99.6
Div,29,Fairfax County ,Science,White,14497,14699,98.6
Div,109,Falls Church City ,Mathematics,All Students,1369,1375,99.6
Div,109,Falls Church City ,Reading,All Students,1349,1352,99.8
Div,109,Falls Church City ,Science,All Students,561,564,99.5
Div,109,Falls Church City ,Mathematics,Asian,113,114,99.1
Div,109,Falls Church City ,Reading,Asian,111,111,100
Div,109,Falls Church City ,Science,Asian,60,60,100
Div,109,Falls Church City ,Mathematics,Black,49,49,100
Div,109,Falls Church City ,Reading,Black,47,47,100
Div,109,Falls Church City ,Science,Black,16,17,94.1
Div,109,Falls Church City ,Mathematics,Economically Disadvantaged,140,140,100
Div,109,Falls Church City ,Reading,Economically Disadvantaged,132,132,100
Div,109,Falls Church City ,Science,Economically Disadvantaged,62,64,96.9
Div,109,Falls Church City ,Mathematics,English Learners,156,156,100
Div,109,Falls Church City ,Reading,English Learners,126,126,100
Div,109,Falls Church City ,Science,English Learners,44,45,97.8
Div,109,Falls Church City ,Mathematics,Female,688,691,99.6
Div,109,Falls Church City ,Reading,Female,685,687,99.7
Div,109,Falls Church City ,Science,Female,195,195,100
Div,109,Falls Church City ,Mathematics,Hispanic,172,172,100
Div,109,Falls Church City ,Reading,Hispanic,154,154,100
Div,109,Falls Church City ,Science,Hispanic,70,71,98.6
Div,109,Falls Church City ,Mathematics,Male,681,684,99.6
Div,109,Falls Church City ,Reading,Male,664,665,99.8
Div,109,Falls Church City ,Science,Male,186,186,100
Div,109,Falls Church City ,Mathematics,Multiple Races,175,176,99.4
Div,109,Falls Church City ,Reading,Multiple Races,176,177,99.4
Div,109,Falls Church City ,Science,Multiple Races,70,70,100
Div,109,Falls Church City ,Mathematics,Students with Disabilities,188,189,99.5
Div,109,Falls Church City ,Reading,Students with Disabilities,187,189,98.9
Div,109,Falls Church City ,Science,Students with Disabilities,69,71,97.2
Div,109,Falls Church City ,Mathematics,White,857,861,99.5
Div,109,Falls Church City ,Reading,White,858,860,99.8
Div,109,Falls Church City ,Science,White,344,345,99.7
Div,30,Fauquier County ,Mathematics,All Students,5698,5722,99.6
Div,30,Fauquier County ,Reading,All Students,5678,5688,99.8
Div,30,Fauquier County ,Science,All Students,2459,2470,99.6
Div,30,Fauquier County ,Mathematics,Asian,85,85,100
Div,30,Fauquier County ,Reading,Asian,85,85,100
Div,30,Fauquier County ,Science,Asian,40,41,97.6
Div,30,Fauquier County ,Mathematics,Black,399,403,99
Div,30,Fauquier County ,Reading,Black,404,404,100
Div,30,Fauquier County ,Science,Black,181,182,99.5
Div,30,Fauquier County ,Mathematics,Economically Disadvantaged,1897,1903,99.7
Div,30,Fauquier County ,Reading,Economically Disadvantaged,1885,1890,99.7
Div,30,Fauquier County ,Science,Economically Disadvantaged,830,834,99.5
Div,30,Fauquier County ,Mathematics,English Learners,748,749,99.9
Div,30,Fauquier County ,Reading,English Learners,712,712,100
Div,30,Fauquier County ,Science,English Learners,274,274,100
Div,30,Fauquier County ,Mathematics,Female,2777,2787,99.6
Div,30,Fauquier County ,Reading,Female,2765,2772,99.7
Div,30,Fauquier County ,Science,Female,779,779,100
Div,30,Fauquier County ,Mathematics,Hispanic,1333,1338,99.6
Div,30,Fauquier County ,Reading,Hispanic,1300,1301,99.9
Div,30,Fauquier County ,Science,Hispanic,583,585,99.7
Div,30,Fauquier County ,Mathematics,Male,2920,2934,99.5
Div,30,Fauquier County ,Reading,Male,2912,2915,99.9
Div,30,Fauquier County ,Science,Male,801,803,99.8
Div,30,Fauquier County ,Mathematics,Multiple Races,394,395,99.7
Div,30,Fauquier County ,Reading,Multiple Races,395,396,99.7
Div,30,Fauquier County ,Science,Multiple Races,161,162,99.4
Div,30,Fauquier County ,Mathematics,Students with Disabilities,868,875,99.2
Div,30,Fauquier County ,Reading,Students with Disabilities,873,875,99.8
Div,30,Fauquier County ,Science,Students with Disabilities,343,344,99.7
Div,30,Fauquier County ,Mathematics,White,3477,3491,99.6
Div,30,Fauquier County ,Reading,White,3484,3492,99.8
Div,30,Fauquier County ,Science,White,1486,1492,99.6
Div,31,Floyd County ,Mathematics,All Students,887,890,99.7
Div,31,Floyd County ,Reading,All Students,876,880,99.5
Div,31,Floyd County ,Science,All Students,389,394,98.7
Div,31,Floyd County ,Mathematics,Asian,0,0,0
Div,31,Floyd County ,Reading,Asian,0,0,0
Div,31,Floyd County ,Science,Asian,0,0,0
Div,31,Floyd County ,Mathematics,Black,10,10,100
Div,31,Floyd County ,Reading,Black,10,10,100
Div,31,Floyd County ,Science,Black,0,0,0
Div,31,Floyd County ,Mathematics,Economically Disadvantaged,403,404,99.8
Div,31,Floyd County ,Reading,Economically Disadvantaged,399,401,99.5
Div,31,Floyd County ,Science,Economically Disadvantaged,158,160,98.8
Div,31,Floyd County ,Mathematics,English Learners,30,30,100
Div,31,Floyd County ,Reading,English Learners,26,27,96.3
Div,31,Floyd County ,Science,English Learners,0,0,0
Div,31,Floyd County ,Mathematics,Female,422,423,99.8
Div,31,Floyd County ,Reading,Female,417,418,99.8
Div,31,Floyd County ,Science,Female,119,120,99.2
Div,31,Floyd County ,Mathematics,Hispanic,50,50,100
Div,31,Floyd County ,Reading,Hispanic,47,48,97.9
Div,31,Floyd County ,Science,Hispanic,16,17,94.1
Div,31,Floyd County ,Mathematics,Male,465,467,99.6
Div,31,Floyd County ,Reading,Male,459,462,99.4
Div,31,Floyd County ,Science,Male,137,138,99.3
Div,31,Floyd County ,Mathematics,Multiple Races,49,49,100
Div,31,Floyd County ,Reading,Multiple Races,49,49,100
Div,31,Floyd County ,Science,Multiple Races,27,27,100
Div,31,Floyd County ,Mathematics,Students with Disabilities,125,127,98.4
Div,31,Floyd County ,Reading,Students with Disabilities,124,127,97.6
Div,31,Floyd County ,Science,Students with Disabilities,42,44,95.5
Div,31,Floyd County ,Mathematics,White,771,774,99.6
Div,31,Floyd County ,Reading,White,763,766,99.6
Div,31,Floyd County ,Science,White,338,342,98.8
Div,32,Fluvanna County ,Mathematics,All Students,1726,1745,98.9
Div,32,Fluvanna County ,Reading,All Students,1727,1744,99
Div,32,Fluvanna County ,Science,All Students,773,778,99.4
Div,32,Fluvanna County ,Mathematics,Asian,10,10,100
Div,32,Fluvanna County ,Reading,Asian,10,10,100
Div,32,Fluvanna County ,Science,Asian,0,0,0
Div,32,Fluvanna County ,Mathematics,Black,242,246,98.4
Div,32,Fluvanna County ,Reading,Black,246,247,99.6
Div,32,Fluvanna County ,Science,Black,119,120,99.2
Div,32,Fluvanna County ,Mathematics,Economically Disadvantaged,709,721,98.3
Div,32,Fluvanna County ,Reading,Economically Disadvantaged,708,720,98.3
Div,32,Fluvanna County ,Science,Economically Disadvantaged,304,308,98.7
Div,32,Fluvanna County ,Mathematics,English Learners,66,66,100
Div,32,Fluvanna County ,Reading,English Learners,64,64,100
Div,32,Fluvanna County ,Science,English Learners,23,23,100
Div,32,Fluvanna County ,Mathematics,Female,847,856,98.9
Div,32,Fluvanna County ,Reading,Female,852,856,99.5
Div,32,Fluvanna County ,Science,Female,216,218,99.1
Div,32,Fluvanna County ,Mathematics,Hispanic,168,168,100
Div,32,Fluvanna County ,Reading,Hispanic,164,165,99.4
Div,32,Fluvanna County ,Science,Hispanic,74,74,100
Div,32,Fluvanna County ,Mathematics,Male,878,888,98.9
Div,32,Fluvanna County ,Reading,Male,874,887,98.5
Div,32,Fluvanna County ,Science,Male,265,268,98.9
Div,32,Fluvanna County ,Mathematics,Multiple Races,170,174,97.7
Div,32,Fluvanna County ,Reading,Multiple Races,171,174,98.3
Div,32,Fluvanna County ,Science,Multiple Races,60,61,98.4
Div,32,Fluvanna County ,Mathematics,Students with Disabilities,292,296,98.6
Div,32,Fluvanna County ,Reading,Students with Disabilities,288,295,97.6
Div,32,Fluvanna County ,Science,Students with Disabilities,122,123,99.2
Div,32,Fluvanna County ,Mathematics,White,1131,1142,99
Div,32,Fluvanna County ,Reading,White,1131,1143,99
Div,32,Fluvanna County ,Science,White,513,516,99.4
Div,135,Franklin City ,Mathematics,All Students,540,542,99.6
Div,135,Franklin City ,Reading,All Students,529,532,99.4
Div,135,Franklin City ,Science,All Students,221,221,100
Div,135,Franklin City ,Mathematics,Asian,0,0,0
Div,135,Franklin City ,Reading,Asian,0,0,0
Div,135,Franklin City ,Science,Asian,0,0,0
Div,135,Franklin City ,Mathematics,Black,418,420,99.5
Div,135,Franklin City ,Reading,Black,410,412,99.5
Div,135,Franklin City ,Science,Black,165,165,100
Div,135,Franklin City ,Mathematics,Economically Disadvantaged,390,391,99.7
Div,135,Franklin City ,Reading,Economically Disadvantaged,386,387,99.7
Div,135,Franklin City ,Science,Economically Disadvantaged,159,159,100
Div,135,Franklin City ,Mathematics,English Learners,0,0,0
Div,135,Franklin City ,Reading,English Learners,0,0,0
Div,135,Franklin City ,Science,English Learners,0,0,0
Div,135,Franklin City ,Mathematics,Female,264,265,99.6
Div,135,Franklin City ,Reading,Female,260,262,99.2
Div,135,Franklin City ,Science,Female,74,74,100
Div,135,Franklin City ,Mathematics,Hispanic,17,17,100
Div,135,Franklin City ,Reading,Hispanic,18,18,100
Div,135,Franklin City ,Science,Hispanic,0,0,0
Div,135,Franklin City ,Mathematics,Male,276,277,99.6
Div,135,Franklin City ,Reading,Male,269,270,99.6
Div,135,Franklin City ,Science,Male,73,73,100
Div,135,Franklin City ,Mathematics,Multiple Races,19,19,100
Div,135,Franklin City ,Reading,Multiple Races,19,19,100
Div,135,Franklin City ,Science,Multiple Races,10,10,100
Div,135,Franklin City ,Mathematics,Students with Disabilities,60,61,98.4
Div,135,Franklin City ,Reading,Students with Disabilities,59,61,96.7
Div,135,Franklin City ,Science,Students with Disabilities,27,27,100
Div,135,Franklin City ,Mathematics,White,83,83,100
Div,135,Franklin City ,Reading,White,79,80,98.8
Div,135,Franklin City ,Science,White,41,41,100
Div,33,Franklin County ,Mathematics,All Students,3122,3135,99.6
Div,33,Franklin County ,Reading,All Students,3113,3124,99.6
Div,33,Franklin County ,Science,All Students,1333,1340,99.5
Div,33,Franklin County ,Mathematics,Asian,13,13,100
Div,33,Franklin County ,Reading,Asian,13,13,100
Div,33,Franklin County ,Science,Asian,0,0,0
Div,33,Franklin County ,Mathematics,Black,243,243,100
Div,33,Franklin County ,Reading,Black,242,244,99.2
Div,33,Franklin County ,Science,Black,106,106,100
Div,33,Franklin County ,Mathematics,Economically Disadvantaged,1674,1679,99.7
Div,33,Franklin County ,Reading,Economically Disadvantaged,1670,1676,99.6
Div,33,Franklin County ,Science,Economically Disadvantaged,678,683,99.3
