Div Num,Div Name,Subject,Subgroup,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate
24,Culpeper County ,Mathematics,Economically Disadvantaged,55,55,60
24,Culpeper County ,Science,Economically Disadvantaged,47,52,58
24,Culpeper County ,English: Reading,English Learners,25,28,27
24,Culpeper County ,English: Writing,English Learners,6,16,14
24,Culpeper County ,History and Social Sciences,English Learners,29,32,39
24,Culpeper County ,Mathematics,English Learners,38,41,41
24,Culpeper County ,Science,English Learners,14,20,34
24,Culpeper County ,English: Reading,Female,69,67,67
24,Culpeper County ,English: Writing,Female,70,66,74
24,Culpeper County ,History and Social Sciences,Female,60,63,66
24,Culpeper County ,Mathematics,Female,66,66,68
24,Culpeper County ,Science,Female,61,61,65
24,Culpeper County ,English: Reading,Hispanic,54,52,51
24,Culpeper County ,English: Writing,Hispanic,49,49,55
24,Culpeper County ,History and Social Sciences,Hispanic,53,58,55
24,Culpeper County ,Mathematics,Hispanic,55,56,56
24,Culpeper County ,Science,Hispanic,47,51,54
24,Culpeper County ,English: Reading,Male,62,63,62
24,Culpeper County ,English: Writing,Male,50,53,61
24,Culpeper County ,History and Social Sciences,Male,63,66,66
24,Culpeper County ,Mathematics,Male,65,66,66
24,Culpeper County ,Science,Male,62,63,67
24,Culpeper County ,English: Reading,Multiple Races,60,62,61
24,Culpeper County ,English: Writing,Multiple Races,59,54,76
24,Culpeper County ,History and Social Sciences,Multiple Races,61,61,61
24,Culpeper County ,Mathematics,Multiple Races,61,61,60
24,Culpeper County ,Science,Multiple Races,59,60,60
24,Culpeper County ,English: Reading,Students with Disabilities,35,35,35
24,Culpeper County ,English: Writing,Students with Disabilities,17,21,15
24,Culpeper County ,History and Social Sciences,Students with Disabilities,27,33,30
24,Culpeper County ,Mathematics,Students with Disabilities,37,38,43
24,Culpeper County ,Science,Students with Disabilities,32,29,42
24,Culpeper County ,English: Reading,White,75,75,75
24,Culpeper County ,English: Writing,White,68,68,76
24,Culpeper County ,History and Social Sciences,White,71,72,76
24,Culpeper County ,Mathematics,White,75,76,77
24,Culpeper County ,Science,White,75,73,78
25,Cumberland County ,English: Reading,All Students,59,59,62
25,Cumberland County ,English: Writing,All Students,51,47,
25,Cumberland County ,History and Social Sciences,All Students,57,56,58
25,Cumberland County ,Mathematics,All Students,58,59,64
25,Cumberland County ,Science,All Students,54,63,60
25,Cumberland County ,English: Reading,Asian,0,0,0
25,Cumberland County ,English: Writing,Asian,,0,
25,Cumberland County ,History and Social Sciences,Asian,0,0,0
25,Cumberland County ,Mathematics,Asian,0,0,0
25,Cumberland County ,Science,Asian,0,0,0
25,Cumberland County ,English: Reading,Black,53,50,50
25,Cumberland County ,English: Writing,Black,51,35,
25,Cumberland County ,History and Social Sciences,Black,48,50,48
25,Cumberland County ,Mathematics,Black,50,52,55
25,Cumberland County ,Science,Black,41,55,52
25,Cumberland County ,English: Reading,Economically Disadvantaged,53,53,59
25,Cumberland County ,English: Writing,Economically Disadvantaged,45,41,
25,Cumberland County ,History and Social Sciences,Economically Disadvantaged,52,50,50
25,Cumberland County ,Mathematics,Economically Disadvantaged,50,54,59
25,Cumberland County ,Science,Economically Disadvantaged,46,58,53
25,Cumberland County ,English: Reading,English Learners,27,67,43
25,Cumberland County ,English: Writing,English Learners,0,0,
25,Cumberland County ,History and Social Sciences,English Learners,0,0,0
25,Cumberland County ,Mathematics,English Learners,33,58,33
25,Cumberland County ,Science,English Learners,0,0,30
25,Cumberland County ,English: Reading,Female,65,67,69
25,Cumberland County ,English: Writing,Female,58,54,
25,Cumberland County ,History and Social Sciences,Female,60,54,60
25,Cumberland County ,Mathematics,Female,59,62,64
25,Cumberland County ,Science,Female,57,64,61
25,Cumberland County ,English: Reading,Hispanic,59,72,58
25,Cumberland County ,English: Writing,Hispanic,20,0,
25,Cumberland County ,History and Social Sciences,Hispanic,53,63,54
25,Cumberland County ,Mathematics,Hispanic,66,62,57
25,Cumberland County ,Science,Hispanic,57,62,50
25,Cumberland County ,English: Reading,Male,54,52,55
25,Cumberland County ,English: Writing,Male,44,41,
25,Cumberland County ,History and Social Sciences,Male,54,57,56
25,Cumberland County ,Mathematics,Male,58,55,63
25,Cumberland County ,Science,Male,52,62,60
25,Cumberland County ,English: Reading,Multiple Races,55,58,63
25,Cumberland County ,English: Writing,Multiple Races,50,41,
25,Cumberland County ,History and Social Sciences,Multiple Races,63,47,62
25,Cumberland County ,Mathematics,Multiple Races,55,65,52
25,Cumberland County ,Science,Multiple Races,58,66,50
25,Cumberland County ,English: Reading,Students with Disabilities,27,25,38
25,Cumberland County ,English: Writing,Students with Disabilities,12,5,
25,Cumberland County ,History and Social Sciences,Students with Disabilities,29,18,33
25,Cumberland County ,Mathematics,Students with Disabilities,31,31,41
25,Cumberland County ,Science,Students with Disabilities,23,27,40
25,Cumberland County ,English: Reading,White,65,66,70
25,Cumberland County ,English: Writing,White,54,62,
25,Cumberland County ,History and Social Sciences,White,62,61,67
25,Cumberland County ,Mathematics,White,64,62,71
25,Cumberland County ,Science,White,64,69,69
108,Danville City ,English: Reading,All Students,48,50,53
108,Danville City ,English: Writing,All Students,36,40,52
108,Danville City ,History and Social Sciences,All Students,31,28,34
108,Danville City ,Mathematics,All Students,36,38,49
108,Danville City ,Science,All Students,36,38,40
108,Danville City ,English: Reading,Asian,73,91,83
108,Danville City ,English: Writing,Asian,67,0,73
108,Danville City ,History and Social Sciences,Asian,89,73,73
108,Danville City ,Mathematics,Asian,87,84,90
108,Danville City ,Science,Asian,68,80,74
108,Danville City ,English: Reading,Black,42,44,49
108,Danville City ,English: Writing,Black,27,32,44
108,Danville City ,History and Social Sciences,Black,24,21,27
108,Danville City ,Mathematics,Black,29,32,44
108,Danville City ,Science,Black,27,30,34
108,Danville City ,English: Reading,Economically Disadvantaged,44,47,50
108,Danville City ,English: Writing,Economically Disadvantaged,30,35,47
108,Danville City ,History and Social Sciences,Economically Disadvantaged,26,24,30
108,Danville City ,Mathematics,Economically Disadvantaged,31,35,46
108,Danville City ,Science,Economically Disadvantaged,29,35,37
108,Danville City ,English: Reading,English Learners,36,34,41
108,Danville City ,English: Writing,English Learners,0,18,36
108,Danville City ,History and Social Sciences,English Learners,23,22,23
108,Danville City ,Mathematics,English Learners,32,36,38
108,Danville City ,Science,English Learners,25,27,21
108,Danville City ,English: Reading,Female,51,52,56
108,Danville City ,English: Writing,Female,41,47,56
108,Danville City ,History and Social Sciences,Female,28,28,32
108,Danville City ,Mathematics,Female,36,38,48
108,Danville City ,Science,Female,36,35,38
108,Danville City ,English: Reading,Hispanic,60,56,59
108,Danville City ,English: Writing,Hispanic,52,46,64
108,Danville City ,History and Social Sciences,Hispanic,40,40,45
108,Danville City ,Mathematics,Hispanic,44,47,54
108,Danville City ,Science,Hispanic,48,50,44
108,Danville City ,English: Reading,Male,46,47,51
108,Danville City ,English: Writing,Male,32,32,48
108,Danville City ,History and Social Sciences,Male,33,27,36
108,Danville City ,Mathematics,Male,35,38,49
108,Danville City ,Science,Male,36,41,42
108,Danville City ,English: Reading,Multiple Races,56,54,60
108,Danville City ,English: Writing,Multiple Races,56,38,0
108,Danville City ,History and Social Sciences,Multiple Races,30,18,46
108,Danville City ,Mathematics,Multiple Races,50,46,57
108,Danville City ,Science,Multiple Races,52,47,52
108,Danville City ,English: Reading,Students with Disabilities,25,28,33
108,Danville City ,English: Writing,Students with Disabilities,5,8,18
108,Danville City ,History and Social Sciences,Students with Disabilities,13,10,13
108,Danville City ,Mathematics,Students with Disabilities,20,23,30
108,Danville City ,Science,Students with Disabilities,17,21,21
108,Danville City ,English: Reading,White,65,64,67
108,Danville City ,English: Writing,White,58,65,74
108,Danville City ,History and Social Sciences,White,52,49,53
108,Danville City ,Mathematics,White,51,53,61
108,Danville City ,Science,White,62,59,63
917,Department of Juvenile Justice,English: Reading,All Students,54,40,37
917,Department of Juvenile Justice,English: Writing,All Students,43,29,15
917,Department of Juvenile Justice,History and Social Sciences,All Students,17,9,11
917,Department of Juvenile Justice,Mathematics,All Students,44,33,14
917,Department of Juvenile Justice,Science,All Students,30,33,20
917,Department of Juvenile Justice,English: Reading,Black,0,35,38
917,Department of Juvenile Justice,English: Writing,Black,0,29,18
917,Department of Juvenile Justice,History and Social Sciences,Black,13,12,13
917,Department of Juvenile Justice,Mathematics,Black,42,35,15
917,Department of Juvenile Justice,Science,Black,0,27,19
917,Department of Juvenile Justice,English: Reading,Economically Disadvantaged,54,40,37
917,Department of Juvenile Justice,English: Writing,Economically Disadvantaged,43,31,16
917,Department of Juvenile Justice,History and Social Sciences,Economically Disadvantaged,17,9,12
917,Department of Juvenile Justice,Mathematics,Economically Disadvantaged,44,33,16
917,Department of Juvenile Justice,Science,Economically Disadvantaged,30,33,21
917,Department of Juvenile Justice,History and Social Sciences,English Learners,,,0
917,Department of Juvenile Justice,Mathematics,English Learners,,,0
917,Department of Juvenile Justice,English: Reading,Female,,0,0
917,Department of Juvenile Justice,English: Writing,Female,,0,0
917,Department of Juvenile Justice,History and Social Sciences,Female,,0,10
917,Department of Juvenile Justice,Mathematics,Female,,0,0
917,Department of Juvenile Justice,Science,Female,,0,0
917,Department of Juvenile Justice,English: Writing,Hispanic,0,,0
917,Department of Juvenile Justice,History and Social Sciences,Hispanic,,0,0
917,Department of Juvenile Justice,Mathematics,Hispanic,0,0,0
917,Department of Juvenile Justice,Science,Hispanic,,0,0
917,Department of Juvenile Justice,English: Reading,Male,54,41,27
917,Department of Juvenile Justice,English: Writing,Male,43,31,6
917,Department of Juvenile Justice,History and Social Sciences,Male,17,7,11
917,Department of Juvenile Justice,Mathematics,Male,44,25,17
917,Department of Juvenile Justice,Science,Male,30,22,24
917,Department of Juvenile Justice,Mathematics,Multiple Races,,0,
917,Department of Juvenile Justice,English: Reading,Students with Disabilities,0,18,29
917,Department of Juvenile Justice,English: Writing,Students with Disabilities,0,0,7
917,Department of Juvenile Justice,History and Social Sciences,Students with Disabilities,0,0,11
917,Department of Juvenile Justice,Mathematics,Students with Disabilities,45,20,12
917,Department of Juvenile Justice,Science,Students with Disabilities,0,23,4
917,Department of Juvenile Justice,English: Reading,White,0,0,0
917,Department of Juvenile Justice,English: Writing,White,0,0,0
917,Department of Juvenile Justice,History and Social Sciences,White,0,0,8
917,Department of Juvenile Justice,Mathematics,White,0,0,20
917,Department of Juvenile Justice,Science,White,0,0,27
26,Dickenson County ,English: Reading,All Students,73,72,75
26,Dickenson County ,English: Writing,All Students,70,70,
26,Dickenson County ,History and Social Sciences,All Students,64,63,67
26,Dickenson County ,Mathematics,All Students,68,70,77
26,Dickenson County ,Science,All Students,67,68,66
26,Dickenson County ,English: Reading,Asian,0,,
26,Dickenson County ,English: Writing,Asian,0,,
26,Dickenson County ,History and Social Sciences,Asian,,0,
26,Dickenson County ,Mathematics,Asian,0,0,0
26,Dickenson County ,Science,Asian,0,,0
26,Dickenson County ,English: Reading,Black,82,0,0
26,Dickenson County ,English: Writing,Black,0,,
26,Dickenson County ,History and Social Sciences,Black,0,0,0
26,Dickenson County ,Mathematics,Black,75,0,0
26,Dickenson County ,Science,Black,0,0,0
26,Dickenson County ,English: Reading,Economically Disadvantaged,65,66,70
26,Dickenson County ,English: Writing,Economically Disadvantaged,65,55,
26,Dickenson County ,History and Social Sciences,Economically Disadvantaged,58,55,58
26,Dickenson County ,Mathematics,Economically Disadvantaged,61,62,74
26,Dickenson County ,Science,Economically Disadvantaged,62,63,59
26,Dickenson County ,English: Reading,English Learners,0,,
26,Dickenson County ,English: Writing,English Learners,0,,
26,Dickenson County ,Mathematics,English Learners,0,0,0
26,Dickenson County ,Science,English Learners,0,,0
26,Dickenson County ,English: Reading,Female,77,75,78
26,Dickenson County ,English: Writing,Female,77,76,
26,Dickenson County ,History and Social Sciences,Female,62,62,66
26,Dickenson County ,Mathematics,Female,69,73,78
26,Dickenson County ,Science,Female,69,66,65
26,Dickenson County ,English: Reading,Hispanic,0,0,0
26,Dickenson County ,English: Writing,Hispanic,,0,
26,Dickenson County ,History and Social Sciences,Hispanic,0,0,0
26,Dickenson County ,Mathematics,Hispanic,0,0,0
26,Dickenson County ,Science,Hispanic,0,0,0
26,Dickenson County ,English: Reading,Male,70,70,73
26,Dickenson County ,English: Writing,Male,64,63,
26,Dickenson County ,History and Social Sciences,Male,66,64,70
26,Dickenson County ,Mathematics,Male,66,66,77
26,Dickenson County ,Science,Male,66,69,66
26,Dickenson County ,English: Reading,Multiple Races,0,0,0
26,Dickenson County ,English: Writing,Multiple Races,0,,
26,Dickenson County ,History and Social Sciences,Multiple Races,0,0,0
26,Dickenson County ,Mathematics,Multiple Races,0,0,0
26,Dickenson County ,Science,Multiple Races,0,0,0
26,Dickenson County ,English: Reading,Students with Disabilities,43,40,50
26,Dickenson County ,English: Writing,Students with Disabilities,32,21,
26,Dickenson County ,History and Social Sciences,Students with Disabilities,27,28,37
26,Dickenson County ,Mathematics,Students with Disabilities,40,41,49
26,Dickenson County ,Science,Students with Disabilities,36,35,31
26,Dickenson County ,English: Reading,White,73,72,75
26,Dickenson County ,English: Writing,White,71,70,
26,Dickenson County ,History and Social Sciences,White,64,62,68
26,Dickenson County ,Mathematics,White,67,70,77
26,Dickenson County ,Science,White,67,68,65
27,Dinwiddie County ,English: Reading,All Students,68,65,63
27,Dinwiddie County ,English: Writing,All Students,56,60,65
27,Dinwiddie County ,History and Social Sciences,All Students,60,59,55
27,Dinwiddie County ,Mathematics,All Students,63,62,63
27,Dinwiddie County ,Science,All Students,60,60,63
27,Dinwiddie County ,English: Reading,Asian,0,0,0
27,Dinwiddie County ,English: Writing,Asian,0,0,0
27,Dinwiddie County ,History and Social Sciences,Asian,0,0,0
27,Dinwiddie County ,Mathematics,Asian,0,0,0
27,Dinwiddie County ,Science,Asian,0,0,0
27,Dinwiddie County ,English: Reading,Black,58,56,52
27,Dinwiddie County ,English: Writing,Black,48,51,48
27,Dinwiddie County ,History and Social Sciences,Black,45,47,43
27,Dinwiddie County ,Mathematics,Black,53,52,52
27,Dinwiddie County ,Science,Black,46,44,48
27,Dinwiddie County ,English: Reading,Economically Disadvantaged,63,58,55
27,Dinwiddie County ,English: Writing,Economically Disadvantaged,50,48,59
27,Dinwiddie County ,History and Social Sciences,Economically Disadvantaged,54,51,46
27,Dinwiddie County ,Mathematics,Economically Disadvantaged,56,54,56
27,Dinwiddie County ,Science,Economically Disadvantaged,58,55,53
27,Dinwiddie County ,English: Reading,English Learners,37,26,34
27,Dinwiddie County ,English: Writing,English Learners,0,,0
27,Dinwiddie County ,History and Social Sciences,English Learners,27,56,15
27,Dinwiddie County ,Mathematics,English Learners,52,40,42
27,Dinwiddie County ,Science,English Learners,13,18,29
27,Dinwiddie County ,English: Reading,Female,73,69,68
27,Dinwiddie County ,English: Writing,Female,65,71,73
27,Dinwiddie County ,History and Social Sciences,Female,58,59,53
27,Dinwiddie County ,Mathematics,Female,65,64,64
27,Dinwiddie County ,Science,Female,60,59,62
27,Dinwiddie County ,English: Reading,Hispanic,66,60,59
27,Dinwiddie County ,English: Writing,Hispanic,51,61,63
27,Dinwiddie County ,History and Social Sciences,Hispanic,65,57,48
27,Dinwiddie County ,Mathematics,Hispanic,63,58,58
27,Dinwiddie County ,Science,Hispanic,61,58,59
27,Dinwiddie County ,English: Reading,Male,64,60,59
27,Dinwiddie County ,English: Writing,Male,48,49,58
27,Dinwiddie County ,History and Social Sciences,Male,61,60,56
27,Dinwiddie County ,Mathematics,Male,60,59,62
27,Dinwiddie County ,Science,Male,59,61,63
27,Dinwiddie County ,English: Reading,Multiple Races,66,70,70
27,Dinwiddie County ,English: Writing,Multiple Races,57,54,68
27,Dinwiddie County ,History and Social Sciences,Multiple Races,65,67,56
27,Dinwiddie County ,Mathematics,Multiple Races,53,60,69
27,Dinwiddie County ,Science,Multiple Races,53,67,71
27,Dinwiddie County ,English: Reading,Students with Disabilities,36,39,38
27,Dinwiddie County ,English: Writing,Students with Disabilities,11,25,25
27,Dinwiddie County ,History and Social Sciences,Students with Disabilities,38,37,34
27,Dinwiddie County ,Mathematics,Students with Disabilities,41,46,42
27,Dinwiddie County ,Science,Students with Disabilities,36,39,41
27,Dinwiddie County ,English: Reading,White,75,71,70
27,Dinwiddie County ,English: Writing,White,62,66,76
27,Dinwiddie County ,History and Social Sciences,White,68,67,64
27,Dinwiddie County ,Mathematics,White,70,69,71
27,Dinwiddie County ,Science,White,69,70,73
28,Essex County ,English: Reading,All Students,62,65,63
28,Essex County ,English: Writing,All Students,41,38,
28,Essex County ,History and Social Sciences,All Students,51,40,50
28,Essex County ,Mathematics,All Students,53,59,68
28,Essex County ,Science,All Students,51,61,54
28,Essex County ,English: Reading,Asian,27,85,64
28,Essex County ,English: Writing,Asian,0,0,
28,Essex County ,History and Social Sciences,Asian,0,0,0
28,Essex County ,Mathematics,Asian,42,69,85
28,Essex County ,Science,Asian,0,0,0
28,Essex County ,English: Reading,Black,57,57,58
28,Essex County ,English: Writing,Black,40,27,
28,Essex County ,History and Social Sciences,Black,49,34,38
28,Essex County ,Mathematics,Black,49,51,61
28,Essex County ,Science,Black,46,52,49
28,Essex County ,English: Reading,Economically Disadvantaged,57,60,59
28,Essex County ,English: Writing,Economically Disadvantaged,41,33,
28,Essex County ,History and Social Sciences,Economically Disadvantaged,47,35,46
28,Essex County ,Mathematics,Economically Disadvantaged,46,54,64
28,Essex County ,Science,Economically Disadvantaged,43,54,51
28,Essex County ,English: Reading,English Learners,42,65,67
28,Essex County ,History and Social Sciences,English Learners,0,0,62
28,Essex County ,Mathematics,English Learners,25,65,68
28,Essex County ,Science,English Learners,0,0,0
28,Essex County ,English: Reading,Female,64,72,67
28,Essex County ,English: Writing,Female,45,48,
28,Essex County ,History and Social Sciences,Female,48,39,48
28,Essex County ,Mathematics,Female,53,62,71
28,Essex County ,Science,Female,52,59,53
28,Essex County ,English: Reading,Hispanic,64,63,76
28,Essex County ,English: Writing,Hispanic,0,0,
28,Essex County ,History and Social Sciences,Hispanic,50,57,75
28,Essex County ,Mathematics,Hispanic,64,71,80
28,Essex County ,Science,Hispanic,43,56,73
28,Essex County ,English: Reading,Male,60,58,59
28,Essex County ,English: Writing,Male,38,25,
28,Essex County ,History and Social Sciences,Male,54,41,52
28,Essex County ,Mathematics,Male,53,57,65
28,Essex County ,Science,Male,50,63,56
28,Essex County ,English: Reading,Multiple Races,63,62,62
28,Essex County ,English: Writing,Multiple Races,0,0,
28,Essex County ,History and Social Sciences,Multiple Races,48,29,58
28,Essex County ,Mathematics,Multiple Races,45,63,72
28,Essex County ,Science,Multiple Races,55,66,70
28,Essex County ,English: Reading,Students with Disabilities,25,33,29
28,Essex County ,English: Writing,Students with Disabilities,20,0,
28,Essex County ,History and Social Sciences,Students with Disabilities,23,16,22
28,Essex County ,Mathematics,Students with Disabilities,26,27,31
28,Essex County ,Science,Students with Disabilities,16,34,31
28,Essex County ,English: Reading,White,74,81,71
28,Essex County ,English: Writing,White,44,62,
28,Essex County ,History and Social Sciences,White,56,57,64
28,Essex County ,Mathematics,White,62,71,76
28,Essex County ,Science,White,64,77,62
29,Fairfax County ,English: Reading,All Students,79,78,78
29,Fairfax County ,English: Writing,All Students,78,57,28
29,Fairfax County ,History and Social Sciences,All Students,77,62,41
29,Fairfax County ,Mathematics,All Students,74,75,76
29,Fairfax County ,Science,All Students,72,72,73
29,Fairfax County ,English: Reading,Asian,89,88,88
29,Fairfax County ,English: Writing,Asian,91,80,0
29,Fairfax County ,History and Social Sciences,Asian,91,91,60
29,Fairfax County ,Mathematics,Asian,89,89,89
29,Fairfax County ,Science,Asian,86,87,87
29,Fairfax County ,English: Reading,Black,72,71,72
29,Fairfax County ,English: Writing,Black,70,45,25
29,Fairfax County ,History and Social Sciences,Black,65,49,35
29,Fairfax County ,Mathematics,Black,63,64,66
29,Fairfax County ,Science,Black,58,60,63
29,Fairfax County ,English: Reading,Economically Disadvantaged,57,56,57
29,Fairfax County ,English: Writing,Economically Disadvantaged,58,47,20
29,Fairfax County ,History and Social Sciences,Economically Disadvantaged,52,38,25
29,Fairfax County ,Mathematics,Economically Disadvantaged,53,55,56
29,Fairfax County ,Science,Economically Disadvantaged,47,49,51
29,Fairfax County ,English: Reading,English Learners,32,31,31
29,Fairfax County ,English: Writing,English Learners,12,11,6
29,Fairfax County ,History and Social Sciences,English Learners,28,13,17
29,Fairfax County ,Mathematics,English Learners,37,41,42
29,Fairfax County ,Science,English Learners,21,26,29
29,Fairfax County ,English: Reading,Female,81,80,80
29,Fairfax County ,English: Writing,Female,81,61,37
29,Fairfax County ,History and Social Sciences,Female,77,62,43
29,Fairfax County ,Mathematics,Female,74,75,75
29,Fairfax County ,Science,Female,71,71,72
29,Fairfax County ,English: Reading,Hispanic,56,55,55
29,Fairfax County ,English: Writing,Hispanic,54,42,23
29,Fairfax County ,History and Social Sciences,Hispanic,51,29,23
29,Fairfax County ,Mathematics,Hispanic,52,53,55
29,Fairfax County ,Science,Hispanic,47,48,49
29,Fairfax County ,English: Reading,Male,77,76,76
29,Fairfax County ,English: Writing,Male,76,55,24
29,Fairfax County ,History and Social Sciences,Male,77,61,39
29,Fairfax County ,Mathematics,Male,75,75,76
29,Fairfax County ,Science,Male,72,73,74
29,Fairfax County ,English: Reading,Multiple Races,90,89,89
29,Fairfax County ,English: Writing,Multiple Races,94,71,0
29,Fairfax County ,History and Social Sciences,Multiple Races,92,74,58
29,Fairfax County ,Mathematics,Multiple Races,85,85,87
29,Fairfax County ,Science,Multiple Races,84,85,86
29,Fairfax County ,English: Reading,Students with Disabilities,52,51,51
29,Fairfax County ,English: Writing,Students with Disabilities,47,29,17
29,Fairfax County ,History and Social Sciences,Students with Disabilities,42,30,21
29,Fairfax County ,Mathematics,Students with Disabilities,47,48,50
29,Fairfax County ,Science,Students with Disabilities,41,42,45
29,Fairfax County ,English: Reading,White,89,89,89
29,Fairfax County ,English: Writing,White,91,80,28
29,Fairfax County ,History and Social Sciences,White,88,79,68
29,Fairfax County ,Mathematics,White,85,86,87
29,Fairfax County ,Science,White,84,85,86
109,Falls Church City ,English: Reading,All Students,92,92,92
109,Falls Church City ,English: Writing,All Students,89,89,94
109,Falls Church City ,History and Social Sciences,All Students,89,88,88
109,Falls Church City ,Mathematics,All Students,87,89,89
109,Falls Church City ,Science,All Students,88,85,89
109,Falls Church City ,English: Reading,Asian,97,96,91
109,Falls Church City ,English: Writing,Asian,100,82,91
109,Falls Church City ,History and Social Sciences,Asian,88,91,92
109,Falls Church City ,Mathematics,Asian,95,89,92
109,Falls Church City ,Science,Asian,91,90,89
109,Falls Church City ,English: Reading,Black,76,79,73
109,Falls Church City ,English: Writing,Black,54,54,90
109,Falls Church City ,History and Social Sciences,Black,65,76,69
109,Falls Church City ,Mathematics,Black,65,56,69
109,Falls Church City ,Science,Black,73,52,77
109,Falls Church City ,English: Reading,Economically Disadvantaged,64,69,71
109,Falls Church City ,English: Writing,Economically Disadvantaged,79,64,68
109,Falls Church City ,History and Social Sciences,Economically Disadvantaged,58,52,59
109,Falls Church City ,Mathematics,Economically Disadvantaged,59,67,60
109,Falls Church City ,Science,Economically Disadvantaged,57,53,69
109,Falls Church City ,English: Reading,English Learners,54,65,74
109,Falls Church City ,English: Writing,English Learners,60,33,60
109,Falls Church City ,History and Social Sciences,English Learners,47,51,50
109,Falls Church City ,Mathematics,English Learners,53,53,57
109,Falls Church City ,Science,English Learners,43,33,55
109,Falls Church City ,English: Reading,Female,93,93,93
109,Falls Church City ,English: Writing,Female,94,93,96
109,Falls Church City ,History and Social Sciences,Female,89,88,89
109,Falls Church City ,Mathematics,Female,88,89,90
109,Falls Church City ,Science,Female,88,89,88
109,Falls Church City ,English: Reading,Hispanic,74,77,78
109,Falls Church City ,English: Writing,Hispanic,69,74,72
109,Falls Church City ,History and Social Sciences,Hispanic,70,64,65
109,Falls Church City ,Mathematics,Hispanic,67,70,69
109,Falls Church City ,Science,Hispanic,69,57,77
109,Falls Church City ,English: Reading,Male,90,91,90
109,Falls Church City ,English: Writing,Male,85,86,91
109,Falls Church City ,History and Social Sciences,Male,89,88,88
109,Falls Church City ,Mathematics,Male,87,89,88
109,Falls Church City ,Science,Male,87,81,90
109,Falls Church City ,English: Reading,Multiple Races,96,95,95
109,Falls Church City ,English: Writing,Multiple Races,98,95,100
109,Falls Church City ,History and Social Sciences,Multiple Races,94,93,94
109,Falls Church City ,Mathematics,Multiple Races,90,94,94
109,Falls Church City ,Science,Multiple Races,89,95,89
109,Falls Church City ,English: Reading,Students with Disabilities,68,69,66
109,Falls Church City ,English: Writing,Students with Disabilities,71,67,60
109,Falls Church City ,History and Social Sciences,Students with Disabilities,68,60,64
109,Falls Church City ,Mathematics,Students with Disabilities,56,62,65
109,Falls Church City ,Science,Students with Disabilities,62,62,61
109,Falls Church City ,English: Reading,White,95,95,94
109,Falls Church City ,English: Writing,White,93,95,97
109,Falls Church City ,History and Social Sciences,White,94,92,93
109,Falls Church City ,Mathematics,White,91,93,93
109,Falls Church City ,Science,White,92,91,93
30,Fauquier County ,English: Reading,All Students,73,70,72
30,Fauquier County ,English: Writing,All Students,81,79,79
30,Fauquier County ,History and Social Sciences,All Students,56,29,26
30,Fauquier County ,Mathematics,All Students,64,69,71
30,Fauquier County ,Science,All Students,65,71,70
30,Fauquier County ,English: Reading,Asian,85,79,84
30,Fauquier County ,English: Writing,Asian,100,71,90
30,Fauquier County ,History and Social Sciences,Asian,0,,0
30,Fauquier County ,Mathematics,Asian,77,84,86
30,Fauquier County ,Science,Asian,78,79,79
30,Fauquier County ,English: Reading,Black,58,54,57
30,Fauquier County ,English: Writing,Black,48,57,67
30,Fauquier County ,History and Social Sciences,Black,39,20,20
30,Fauquier County ,Mathematics,Black,49,56,56
30,Fauquier County ,Science,Black,44,51,56
30,Fauquier County ,English: Reading,Economically Disadvantaged,58,55,56
30,Fauquier County ,English: Writing,Economically Disadvantaged,64,64,67
30,Fauquier County ,History and Social Sciences,Economically Disadvantaged,38,23,11
30,Fauquier County ,Mathematics,Economically Disadvantaged,48,56,57
30,Fauquier County ,Science,Economically Disadvantaged,44,55,56
30,Fauquier County ,English: Reading,English Learners,28,30,28
30,Fauquier County ,English: Writing,English Learners,30,33,31
30,Fauquier County ,History and Social Sciences,English Learners,42,67,0
30,Fauquier County ,Mathematics,English Learners,36,39,38
30,Fauquier County ,Science,English Learners,18,32,29
30,Fauquier County ,English: Reading,Female,77,74,75
30,Fauquier County ,English: Writing,Female,83,83,83
30,Fauquier County ,History and Social Sciences,Female,54,20,30
30,Fauquier County ,Mathematics,Female,64,69,71
30,Fauquier County ,Science,Female,63,71,70
30,Fauquier County ,English: Reading,Hispanic,62,59,59
30,Fauquier County ,English: Writing,Hispanic,71,69,70
30,Fauquier County ,History and Social Sciences,Hispanic,46,43,39
30,Fauquier County ,Mathematics,Hispanic,57,59,60
30,Fauquier County ,Science,Hispanic,50,59,57
30,Fauquier County ,English: Reading,Male,70,67,69
30,Fauquier County ,English: Writing,Male,78,75,76
30,Fauquier County ,History and Social Sciences,Male,58,34,22
30,Fauquier County ,Mathematics,Male,64,69,72
30,Fauquier County ,Science,Male,67,71,71
30,Fauquier County ,English: Reading,Multiple Races,74,70,71
30,Fauquier County ,English: Writing,Multiple Races,77,77,81
30,Fauquier County ,History and Social Sciences,Multiple Races,46,0,0
30,Fauquier County ,Mathematics,Multiple Races,61,66,70
30,Fauquier County ,Science,Multiple Races,64,70,72
30,Fauquier County ,English: Reading,Students with Disabilities,44,39,44
30,Fauquier County ,English: Writing,Students with Disabilities,45,36,47
30,Fauquier County ,History and Social Sciences,Students with Disabilities,19,15,5
30,Fauquier County ,Mathematics,Students with Disabilities,36,41,45
30,Fauquier County ,Science,Students with Disabilities,33,37,42
