2022-2023 Division Subject-Area Participation Rates,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Div,917,Department of Juvenile Justice,Mathematics,Economically Disadvantaged,18,29,62
Div,917,Department of Juvenile Justice,Science,Economically Disadvantaged,22,36,61
Div,917,Department of Juvenile Justice,English: Reading,English Learners,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,English Learners,0,0,0
Div,917,Department of Juvenile Justice,Science,English Learners,0,0,0
Div,917,Department of Juvenile Justice,English: Reading,Female,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Female,0,0,0
Div,917,Department of Juvenile Justice,English: Reading,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,Science,Hispanic,0,0,0
Div,917,Department of Juvenile Justice,English: Reading,Male,19,37,51
Div,917,Department of Juvenile Justice,Mathematics,Male,17,26,65
Div,917,Department of Juvenile Justice,Science,Male,0,0,0
Div,917,Department of Juvenile Justice,English: Reading,Students with Disabilities,7,14,50
Div,917,Department of Juvenile Justice,Mathematics,Students with Disabilities,8,10,80
Div,917,Department of Juvenile Justice,Science,Students with Disabilities,7,11,64
Div,917,Department of Juvenile Justice,English: Reading,White,0,0,0
Div,917,Department of Juvenile Justice,Mathematics,White,0,0,0
Div,917,Department of Juvenile Justice,Science,White,0,0,0
Div,26,Dickenson County ,English: Reading,All Students,993,1004,99
Div,26,Dickenson County ,Mathematics,All Students,900,905,99
Div,26,Dickenson County ,Science,All Students,447,449,100
Div,26,Dickenson County ,English: Reading,Asian,0,0,0
Div,26,Dickenson County ,Mathematics,Asian,0,0,0
Div,26,Dickenson County ,Science,Asian,0,0,0
Div,26,Dickenson County ,English: Reading,Black,0,0,0
Div,26,Dickenson County ,Mathematics,Black,0,0,0
Div,26,Dickenson County ,Science,Black,0,0,0
Div,26,Dickenson County ,English: Reading,Economically Disadvantaged,620,629,99
Div,26,Dickenson County ,Mathematics,Economically Disadvantaged,569,572,99
Div,26,Dickenson County ,Science,Economically Disadvantaged,275,276,100
Div,26,Dickenson County ,English: Reading,Female,468,473,99
Div,26,Dickenson County ,Mathematics,Female,421,424,99
Div,26,Dickenson County ,Science,Female,136,136,100
Div,26,Dickenson County ,English: Reading,Hispanic,0,0,0
Div,26,Dickenson County ,Mathematics,Hispanic,0,0,0
Div,26,Dickenson County ,Science,Hispanic,0,0,0
Div,26,Dickenson County ,English: Reading,Male,525,531,99
Div,26,Dickenson County ,Mathematics,Male,479,481,100
Div,26,Dickenson County ,Science,Male,172,172,100
Div,26,Dickenson County ,English: Reading,Students with Disabilities,158,161,98
Div,26,Dickenson County ,Mathematics,Students with Disabilities,143,144,99
Div,26,Dickenson County ,Science,Students with Disabilities,78,78,100
Div,26,Dickenson County ,English: Reading,White,971,982,99
Div,26,Dickenson County ,Mathematics,White,879,884,99
Div,26,Dickenson County ,Science,White,439,441,100
Div,27,Dinwiddie County ,English: Reading,All Students,2180,2211,99
Div,27,Dinwiddie County ,Mathematics,All Students,2040,2069,99
Div,27,Dinwiddie County ,Science,All Students,888,922,96
Div,27,Dinwiddie County ,English: Reading,Asian,0,0,0
Div,27,Dinwiddie County ,Mathematics,Asian,0,0,0
Div,27,Dinwiddie County ,Science,Asian,0,0,0
Div,27,Dinwiddie County ,English: Reading,Black,745,750,99
Div,27,Dinwiddie County ,Mathematics,Black,693,702,99
Div,27,Dinwiddie County ,Science,Black,300,313,96
Div,27,Dinwiddie County ,English: Reading,Economically Disadvantaged,1206,1224,99
Div,27,Dinwiddie County ,Mathematics,Economically Disadvantaged,1132,1150,98
Div,27,Dinwiddie County ,Science,Economically Disadvantaged,447,467,96
Div,27,Dinwiddie County ,English: Reading,English Learners,57,63,90
Div,27,Dinwiddie County ,Mathematics,English Learners,60,60,100
Div,27,Dinwiddie County ,Science,English Learners,19,20,95
Div,27,Dinwiddie County ,English: Reading,Female,1055,1075,98
Div,27,Dinwiddie County ,Mathematics,Female,985,1001,98
Div,27,Dinwiddie County ,Science,Female,319,323,99
Div,27,Dinwiddie County ,English: Reading,Hispanic,179,186,96
Div,27,Dinwiddie County ,Mathematics,Hispanic,171,172,99
Div,27,Dinwiddie County ,Science,Hispanic,70,71,99
Div,27,Dinwiddie County ,English: Reading,Male,1124,1135,99
Div,27,Dinwiddie County ,Mathematics,Male,1054,1067,99
Div,27,Dinwiddie County ,Science,Male,326,332,98
Div,27,Dinwiddie County ,English: Reading,Students with Disabilities,339,343,99
Div,27,Dinwiddie County ,Mathematics,Students with Disabilities,327,331,99
Div,27,Dinwiddie County ,Science,Students with Disabilities,130,135,96
Div,27,Dinwiddie County ,English: Reading,White,1101,1120,98
Div,27,Dinwiddie County ,Mathematics,White,1031,1049,98
Div,27,Dinwiddie County ,Science,White,451,469,96
Div,28,Essex County ,English: Reading,All Students,608,611,100
Div,28,Essex County ,Mathematics,All Students,518,522,99
Div,28,Essex County ,Science,All Students,244,249,98
Div,28,Essex County ,English: Reading,Asian,11,11,100
Div,28,Essex County ,Mathematics,Asian,11,11,100
Div,28,Essex County ,Science,Asian,0,0,0
Div,28,Essex County ,English: Reading,Black,313,313,100
Div,28,Essex County ,Mathematics,Black,272,272,100
Div,28,Essex County ,Science,Black,130,130,100
Div,28,Essex County ,English: Reading,Economically Disadvantaged,389,390,100
Div,28,Essex County ,Mathematics,Economically Disadvantaged,324,327,99
Div,28,Essex County ,Science,Economically Disadvantaged,174,177,98
Div,28,Essex County ,English: Reading,English Learners,37,37,100
Div,28,Essex County ,Mathematics,English Learners,33,33,100
Div,28,Essex County ,Science,English Learners,10,10,100
Div,28,Essex County ,English: Reading,Female,284,286,99
Div,28,Essex County ,Mathematics,Female,241,243,99
Div,28,Essex County ,Science,Female,95,95,100
Div,28,Essex County ,English: Reading,Hispanic,46,46,100
Div,28,Essex County ,Mathematics,Hispanic,38,38,100
Div,28,Essex County ,Science,Hispanic,16,17,94
Div,28,Essex County ,English: Reading,Male,324,325,100
Div,28,Essex County ,Mathematics,Male,277,279,99
Div,28,Essex County ,Science,Male,77,77,100
Div,28,Essex County ,English: Reading,Students with Disabilities,105,107,98
Div,28,Essex County ,Mathematics,Students with Disabilities,98,101,97
Div,28,Essex County ,Science,Students with Disabilities,39,43,91
Div,28,Essex County ,English: Reading,White,161,164,98
Div,28,Essex County ,Mathematics,White,136,138,99
Div,28,Essex County ,Science,White,70,73,96
Div,29,Fairfax County ,English: Reading,All Students,91509,92116,99
Div,29,Fairfax County ,Mathematics,All Students,81174,81953,99
Div,29,Fairfax County ,Science,All Students,28153,28524,99
Div,29,Fairfax County ,English: Reading,Asian,17847,17919,100
Div,29,Fairfax County ,Mathematics,Asian,15619,15775,99
Div,29,Fairfax County ,Science,Asian,5424,5465,99
Div,29,Fairfax County ,English: Reading,Black,9171,9247,99
Div,29,Fairfax County ,Mathematics,Black,8040,8137,99
Div,29,Fairfax County ,Science,Black,2848,2912,98
Div,29,Fairfax County ,English: Reading,Economically Disadvantaged,28888,29181,99
Div,29,Fairfax County ,Mathematics,Economically Disadvantaged,26614,26911,99
Div,29,Fairfax County ,Science,Economically Disadvantaged,9520,9707,98
Div,29,Fairfax County ,English: Reading,English Learners,26915,27135,99
Div,29,Fairfax County ,Mathematics,English Learners,27348,27554,99
Div,29,Fairfax County ,Science,English Learners,9533,9708,98
Div,29,Fairfax County ,English: Reading,Female,44185,44472,99
Div,29,Fairfax County ,Mathematics,Female,39075,39415,99
Div,29,Fairfax County ,Science,Female,12809,12868,100
Div,29,Fairfax County ,English: Reading,Hispanic,24125,24369,99
Div,29,Fairfax County ,Mathematics,Hispanic,22364,22580,99
Div,29,Fairfax County ,Science,Hispanic,8144,8316,98
Div,29,Fairfax County ,English: Reading,Male,47217,47534,99
Div,29,Fairfax County ,Mathematics,Male,42030,42465,99
Div,29,Fairfax County ,Science,Male,13689,13746,100
Div,29,Fairfax County ,English: Reading,Students with Disabilities,14287,14495,99
Div,29,Fairfax County ,Mathematics,Students with Disabilities,13151,13338,99
Div,29,Fairfax County ,Science,Students with Disabilities,4692,4837,97
Div,29,Fairfax County ,English: Reading,White,34081,34266,99
Div,29,Fairfax County ,Mathematics,White,29624,29890,99
Div,29,Fairfax County ,Science,White,9928,10005,99
Div,109,Falls Church City ,English: Reading,All Students,1293,1295,100
Div,109,Falls Church City ,Mathematics,All Students,1133,1139,99
Div,109,Falls Church City ,Science,All Students,389,395,98
Div,109,Falls Church City ,English: Reading,Asian,94,94,100
Div,109,Falls Church City ,Mathematics,Asian,89,89,100
Div,109,Falls Church City ,Science,Asian,30,30,100
Div,109,Falls Church City ,English: Reading,Black,41,41,100
Div,109,Falls Church City ,Mathematics,Black,34,36,94
Div,109,Falls Church City ,Science,Black,14,15,93
Div,109,Falls Church City ,English: Reading,Economically Disadvantaged,92,92,100
Div,109,Falls Church City ,Mathematics,Economically Disadvantaged,70,71,99
Div,109,Falls Church City ,Science,Economically Disadvantaged,35,37,95
Div,109,Falls Church City ,English: Reading,English Learners,113,113,100
Div,109,Falls Church City ,Mathematics,English Learners,120,120,100
Div,109,Falls Church City ,Science,English Learners,51,52,98
Div,109,Falls Church City ,English: Reading,Female,642,644,100
Div,109,Falls Church City ,Mathematics,Female,568,569,100
Div,109,Falls Church City ,Science,Female,178,178,100
Div,109,Falls Church City ,English: Reading,Hispanic,150,150,100
Div,109,Falls Church City ,Mathematics,Hispanic,128,128,100
Div,109,Falls Church City ,Science,Hispanic,59,60,98
Div,109,Falls Church City ,English: Reading,Male,648,648,100
Div,109,Falls Church City ,Mathematics,Male,564,569,99
Div,109,Falls Church City ,Science,Male,189,191,99
Div,109,Falls Church City ,English: Reading,Students with Disabilities,175,175,100
Div,109,Falls Church City ,Mathematics,Students with Disabilities,145,147,99
Div,109,Falls Church City ,Science,Students with Disabilities,57,60,95
Div,109,Falls Church City ,English: Reading,White,832,834,100
Div,109,Falls Church City ,Mathematics,White,722,726,99
Div,109,Falls Church City ,Science,White,236,240,98
Div,30,Fauquier County ,English: Reading,All Students,5622,5637,100
Div,30,Fauquier County ,Mathematics,All Students,5141,5197,99
Div,30,Fauquier County ,Science,All Students,2470,2488,99
Div,30,Fauquier County ,English: Reading,Asian,85,86,99
Div,30,Fauquier County ,Mathematics,Asian,77,78,99
Div,30,Fauquier County ,Science,Asian,37,37,100
Div,30,Fauquier County ,English: Reading,Black,395,397,99
Div,30,Fauquier County ,Mathematics,Black,360,367,98
Div,30,Fauquier County ,Science,Black,168,170,99
Div,30,Fauquier County ,English: Reading,Economically Disadvantaged,1714,1721,100
Div,30,Fauquier County ,Mathematics,Economically Disadvantaged,1588,1608,99
Div,30,Fauquier County ,Science,Economically Disadvantaged,715,724,99
Div,30,Fauquier County ,English: Reading,English Learners,663,667,99
Div,30,Fauquier County ,Mathematics,English Learners,653,655,100
Div,30,Fauquier County ,Science,English Learners,237,237,100
Div,30,Fauquier County ,English: Reading,Female,2745,2751,100
Div,30,Fauquier County ,Mathematics,Female,2504,2529,99
Div,30,Fauquier County ,Science,Female,785,787,100
Div,30,Fauquier County ,English: Reading,Hispanic,1259,1264,100
Div,30,Fauquier County ,Mathematics,Hispanic,1160,1171,99
Div,30,Fauquier County ,Science,Hispanic,531,537,99
Div,30,Fauquier County ,English: Reading,Male,2877,2886,100
Div,30,Fauquier County ,Mathematics,Male,2637,2668,99
Div,30,Fauquier County ,Science,Male,848,849,100
Div,30,Fauquier County ,English: Reading,Students with Disabilities,847,854,99
Div,30,Fauquier County ,Mathematics,Students with Disabilities,772,791,98
Div,30,Fauquier County ,Science,Students with Disabilities,365,372,98
Div,30,Fauquier County ,English: Reading,White,3501,3504,100
Div,30,Fauquier County ,Mathematics,White,3182,3215,99
Div,30,Fauquier County ,Science,White,1581,1588,100
Div,31,Floyd County ,English: Reading,All Students,861,864,100
Div,31,Floyd County ,Mathematics,All Students,790,796,99
Div,31,Floyd County ,Science,All Students,360,365,99
Div,31,Floyd County ,English: Reading,Asian,10,10,100
Div,31,Floyd County ,Mathematics,Asian,0,0,0
Div,31,Floyd County ,Science,Asian,0,0,0
Div,31,Floyd County ,English: Reading,Black,10,10,100
Div,31,Floyd County ,Mathematics,Black,10,10,100
Div,31,Floyd County ,Science,Black,0,0,0
Div,31,Floyd County ,English: Reading,Economically Disadvantaged,398,399,100
Div,31,Floyd County ,Mathematics,Economically Disadvantaged,371,372,100
Div,31,Floyd County ,Science,Economically Disadvantaged,165,168,98
Div,31,Floyd County ,English: Reading,English Learners,15,15,100
Div,31,Floyd County ,Mathematics,English Learners,18,18,100
Div,31,Floyd County ,Science,English Learners,0,0,0
Div,31,Floyd County ,English: Reading,Female,405,406,100
Div,31,Floyd County ,Mathematics,Female,376,378,99
Div,31,Floyd County ,Science,Female,112,112,100
Div,31,Floyd County ,English: Reading,Hispanic,40,40,100
Div,31,Floyd County ,Mathematics,Hispanic,41,41,100
Div,31,Floyd County ,Science,Hispanic,23,23,100
Div,31,Floyd County ,English: Reading,Male,456,458,100
Div,31,Floyd County ,Mathematics,Male,414,418,99
Div,31,Floyd County ,Science,Male,123,123,100
Div,31,Floyd County ,English: Reading,Students with Disabilities,136,138,99
Div,31,Floyd County ,Mathematics,Students with Disabilities,126,128,98
Div,31,Floyd County ,Science,Students with Disabilities,64,65,98
Div,31,Floyd County ,English: Reading,White,761,764,100
Div,31,Floyd County ,Mathematics,White,690,696,99
Div,31,Floyd County ,Science,White,315,320,98
Div,32,Fluvanna County ,English: Reading,All Students,1776,1809,98
Div,32,Fluvanna County ,Mathematics,All Students,1604,1635,98
Div,32,Fluvanna County ,Science,All Students,714,733,97
Div,32,Fluvanna County ,English: Reading,Asian,10,10,100
Div,32,Fluvanna County ,Mathematics,Asian,10,10,100
Div,32,Fluvanna County ,Science,Asian,0,0,0
Div,32,Fluvanna County ,English: Reading,Black,241,242,100
Div,32,Fluvanna County ,Mathematics,Black,221,224,99
Div,32,Fluvanna County ,Science,Black,104,106,98
Div,32,Fluvanna County ,English: Reading,Economically Disadvantaged,727,751,97
Div,32,Fluvanna County ,Mathematics,Economically Disadvantaged,683,702,97
Div,32,Fluvanna County ,Science,Economically Disadvantaged,281,295,95
Div,32,Fluvanna County ,English: Reading,English Learners,74,74,100
Div,32,Fluvanna County ,Mathematics,English Learners,67,67,100
Div,32,Fluvanna County ,Science,English Learners,27,27,100
Div,32,Fluvanna County ,English: Reading,Female,842,854,99
Div,32,Fluvanna County ,Mathematics,Female,758,770,98
Div,32,Fluvanna County ,Science,Female,246,252,98
Div,32,Fluvanna County ,English: Reading,Hispanic,161,162,99
Div,32,Fluvanna County ,Mathematics,Hispanic,141,143,99
Div,32,Fluvanna County ,Science,Hispanic,60,61,98
Div,32,Fluvanna County ,English: Reading,Male,932,953,98
Div,32,Fluvanna County ,Mathematics,Male,844,863,98
Div,32,Fluvanna County ,Science,Male,291,300,97
Div,32,Fluvanna County ,English: Reading,Students with Disabilities,261,270,97
Div,32,Fluvanna County ,Mathematics,Students with Disabilities,241,249,97
Div,32,Fluvanna County ,Science,Students with Disabilities,124,131,95
Div,32,Fluvanna County ,English: Reading,White,1204,1231,98
Div,32,Fluvanna County ,Mathematics,White,1076,1101,98
Div,32,Fluvanna County ,Science,White,486,500,97
Div,135,Franklin City ,English: Reading,All Students,521,523,100
Div,135,Franklin City ,Mathematics,All Students,477,477,100
Div,135,Franklin City ,Science,All Students,205,205,100
Div,135,Franklin City ,English: Reading,Asian,0,0,0
Div,135,Franklin City ,Mathematics,Asian,0,0,0
Div,135,Franklin City ,English: Reading,Black,428,430,100
Div,135,Franklin City ,Mathematics,Black,387,387,100
Div,135,Franklin City ,Science,Black,175,175,100
Div,135,Franklin City ,English: Reading,Economically Disadvantaged,394,396,99
Div,135,Franklin City ,Mathematics,Economically Disadvantaged,353,353,100
Div,135,Franklin City ,Science,Economically Disadvantaged,154,154,100
Div,135,Franklin City ,English: Reading,English Learners,0,0,0
Div,135,Franklin City ,Mathematics,English Learners,0,0,0
Div,135,Franklin City ,Science,English Learners,0,0,0
Div,135,Franklin City ,English: Reading,Female,259,260,100
Div,135,Franklin City ,Mathematics,Female,233,233,100
Div,135,Franklin City ,Science,Female,73,73,100
Div,135,Franklin City ,English: Reading,Hispanic,12,12,100
Div,135,Franklin City ,Mathematics,Hispanic,11,11,100
Div,135,Franklin City ,Science,Hispanic,0,0,0
Div,135,Franklin City ,English: Reading,Male,262,263,100
Div,135,Franklin City ,Mathematics,Male,244,244,100
Div,135,Franklin City ,Science,Male,71,71,100
Div,135,Franklin City ,English: Reading,Students with Disabilities,65,65,100
Div,135,Franklin City ,Mathematics,Students with Disabilities,57,57,100
Div,135,Franklin City ,Science,Students with Disabilities,30,30,100
Div,135,Franklin City ,English: Reading,White,66,66,100
Div,135,Franklin City ,Mathematics,White,64,64,100
Div,135,Franklin City ,Science,White,19,19,100
Div,33,Franklin County ,English: Reading,All Students,3189,3198,100
Div,33,Franklin County ,Mathematics,All Students,2875,2901,99
Div,33,Franklin County ,Science,All Students,1265,1274,99
Div,33,Franklin County ,English: Reading,Asian,15,15,100
Div,33,Franklin County ,Mathematics,Asian,14,14,100
Div,33,Franklin County ,Science,Asian,0,0,0
Div,33,Franklin County ,English: Reading,Black,259,259,100
Div,33,Franklin County ,Mathematics,Black,231,231,100
Div,33,Franklin County ,Science,Black,106,106,100
Div,33,Franklin County ,English: Reading,Economically Disadvantaged,1564,1569,100
Div,33,Franklin County ,Mathematics,Economically Disadvantaged,1429,1440,99
Div,33,Franklin County ,Science,Economically Disadvantaged,599,604,99
Div,33,Franklin County ,English: Reading,English Learners,90,90,100
Div,33,Franklin County ,Mathematics,English Learners,93,93,100
Div,33,Franklin County ,Science,English Learners,43,43,100
Div,33,Franklin County ,English: Reading,Female,1590,1594,100
Div,33,Franklin County ,Mathematics,Female,1441,1447,100
Div,33,Franklin County ,Science,Female,481,481,100
Div,33,Franklin County ,English: Reading,Hispanic,256,257,100
Div,33,Franklin County ,Mathematics,Hispanic,243,246,99
Div,33,Franklin County ,Science,Hispanic,102,103,99
Div,33,Franklin County ,English: Reading,Male,1599,1604,100
Div,33,Franklin County ,Mathematics,Male,1434,1454,99
Div,33,Franklin County ,Science,Male,484,485,100
Div,33,Franklin County ,English: Reading,Students with Disabilities,499,507,98
Div,33,Franklin County ,Mathematics,Students with Disabilities,462,474,97
Div,33,Franklin County ,Science,Students with Disabilities,205,210,98
Div,33,Franklin County ,English: Reading,White,2384,2391,100
Div,33,Franklin County ,Mathematics,White,2142,2161,99
Div,33,Franklin County ,Science,White,942,949,99
Div,34,Frederick County ,English: Reading,All Students,7255,7286,100
Div,34,Frederick County ,Mathematics,All Students,6399,6429,100
Div,34,Frederick County ,Science,All Students,2474,2498,99
Div,34,Frederick County ,English: Reading,Asian,145,145,100
Div,34,Frederick County ,Mathematics,Asian,138,139,99
Div,34,Frederick County ,Science,Asian,51,51,100
Div,34,Frederick County ,English: Reading,Black,317,318,100
Div,34,Frederick County ,Mathematics,Black,278,280,99
Div,34,Frederick County ,Science,Black,114,116,98
Div,34,Frederick County ,English: Reading,Economically Disadvantaged,3043,3060,99
Div,34,Frederick County ,Mathematics,Economically Disadvantaged,2824,2838,100
Div,34,Frederick County ,Science,Economically Disadvantaged,1126,1136,99
Div,34,Frederick County ,English: Reading,English Learners,872,877,99
Div,34,Frederick County ,Mathematics,English Learners,895,896,100
Div,34,Frederick County ,Science,English Learners,346,349,99
Div,34,Frederick County ,English: Reading,Female,3543,3557,100
Div,34,Frederick County ,Mathematics,Female,3122,3133,100
Div,34,Frederick County ,Science,Female,1061,1064,100
Div,34,Frederick County ,English: Reading,Hispanic,1653,1661,100
Div,34,Frederick County ,Mathematics,Hispanic,1532,1538,100
Div,34,Frederick County ,Science,Hispanic,634,641,99
Div,34,Frederick County ,English: Reading,Male,3712,3729,100
Div,34,Frederick County ,Mathematics,Male,3277,3296,99
Div,34,Frederick County ,Science,Male,1076,1086,99
Div,34,Frederick County ,English: Reading,Students with Disabilities,1016,1022,99
Div,34,Frederick County ,Mathematics,Students with Disabilities,944,949,99
Div,34,Frederick County ,Science,Students with Disabilities,391,395,99
Div,34,Frederick County ,English: Reading,White,4706,4727,100
Div,34,Frederick County ,Mathematics,White,4061,4079,100
Div,34,Frederick County ,Science,White,1534,1547,99
Div,110,Fredericksburg City ,English: Reading,All Students,1766,1776,99
Div,110,Fredericksburg City ,Mathematics,All Students,1693,1698,100
Div,110,Fredericksburg City ,Science,All Students,718,725,99
Div,110,Fredericksburg City ,English: Reading,Asian,187,187,100
Div,110,Fredericksburg City ,Mathematics,Asian,198,198,100
Div,110,Fredericksburg City ,Science,Asian,63,63,100
Div,110,Fredericksburg City ,English: Reading,Black,530,538,99
Div,110,Fredericksburg City ,Mathematics,Black,504,506,100
Div,110,Fredericksburg City ,Science,Black,222,226,98
Div,110,Fredericksburg City ,English: Reading,Economically Disadvantaged,949,956,99
Div,110,Fredericksburg City ,Mathematics,Economically Disadvantaged,920,923,100
Div,110,Fredericksburg City ,Science,Economically Disadvantaged,364,368,99
Div,110,Fredericksburg City ,English: Reading,English Learners,462,462,100
Div,110,Fredericksburg City ,Mathematics,English Learners,484,485,100
Div,110,Fredericksburg City ,Science,English Learners,172,172,100
Div,110,Fredericksburg City ,English: Reading,Female,845,848,100
Div,110,Fredericksburg City ,Mathematics,Female,808,811,100
Div,110,Fredericksburg City ,Science,Female,236,237,100
Div,110,Fredericksburg City ,English: Reading,Hispanic,430,430,100
Div,110,Fredericksburg City ,Mathematics,Hispanic,420,422,100
Div,110,Fredericksburg City ,Science,Hispanic,169,169,100
Div,110,Fredericksburg City ,English: Reading,Male,920,927,99
Div,110,Fredericksburg City ,Mathematics,Male,884,886,100
Div,110,Fredericksburg City ,Science,Male,269,270,100
Div,110,Fredericksburg City ,English: Reading,Students with Disabilities,228,233,98
Div,110,Fredericksburg City ,Mathematics,Students with Disabilities,218,218,100
Div,110,Fredericksburg City ,Science,Students with Disabilities,88,90,98
Div,110,Fredericksburg City ,English: Reading,White,452,454,100
Div,110,Fredericksburg City ,Mathematics,White,412,413,100
Div,110,Fredericksburg City ,Science,White,208,211,99
Div,111,Galax City ,English: Reading,All Students,743,743,100
Div,111,Galax City ,Mathematics,All Students,688,688,100
Div,111,Galax City ,Science,All Students,245,311,79
Div,111,Galax City ,English: Reading,Asian,0,0,0
Div,111,Galax City ,Mathematics,Asian,0,0,0
Div,111,Galax City ,Science,Asian,0,0,0
Div,111,Galax City ,English: Reading,Black,30,30,100
Div,111,Galax City ,Mathematics,Black,25,25,100
Div,111,Galax City ,Science,Black,10,14,71
Div,111,Galax City ,English: Reading,Economically Disadvantaged,430,430,100
Div,111,Galax City ,Mathematics,Economically Disadvantaged,407,407,100
Div,111,Galax City ,Science,Economically Disadvantaged,129,159,81
Div,111,Galax City ,English: Reading,English Learners,161,161,100
Div,111,Galax City ,Mathematics,English Learners,156,156,100
Div,111,Galax City ,Science,English Learners,58,64,91
Div,111,Galax City ,English: Reading,Female,365,365,100
Div,111,Galax City ,Mathematics,Female,328,328,100
Div,111,Galax City ,Science,Female,113,113,100
Div,111,Galax City ,English: Reading,Hispanic,249,249,100
Div,111,Galax City ,Mathematics,Hispanic,234,234,100
Div,111,Galax City ,Science,Hispanic,84,102,82
Div,111,Galax City ,English: Reading,Male,378,378,100
Div,111,Galax City ,Mathematics,Male,360,360,100
Div,111,Galax City ,Science,Male,119,119,100
Div,111,Galax City ,English: Reading,Students with Disabilities,106,106,100
Div,111,Galax City ,Mathematics,Students with Disabilities,104,104,100
Div,111,Galax City ,Science,Students with Disabilities,42,44,95
Div,111,Galax City ,English: Reading,White,439,439,100
Div,111,Galax City ,Mathematics,White,403,403,100
Div,111,Galax City ,Science,White,141,184,77
Div,35,Giles County ,English: Reading,All Students,2252,2259,100
Div,35,Giles County ,Mathematics,All Students,2126,2130,100
Div,35,Giles County ,Science,All Students,905,913,99
Div,35,Giles County ,English: Reading,Asian,93,93,100
Div,35,Giles County ,Mathematics,Asian,91,92,99
Div,35,Giles County ,Science,Asian,38,38,100
Div,35,Giles County ,English: Reading,Black,245,245,100
Div,35,Giles County ,Mathematics,Black,242,243,100
Div,35,Giles County ,Science,Black,75,75,100
Div,35,Giles County ,English: Reading,Economically Disadvantaged,989,995,99
Div,35,Giles County ,Mathematics,Economically Disadvantaged,955,957,100
Div,35,Giles County ,Science,Economically Disadvantaged,376,382,98
Div,35,Giles County ,English: Reading,English Learners,52,52,100
Div,35,Giles County ,Mathematics,English Learners,52,52,100
Div,35,Giles County ,Science,English Learners,19,19,100
Div,35,Giles County ,English: Reading,Female,1159,1162,100
Div,35,Giles County ,Mathematics,Female,1094,1097,100
Div,35,Giles County ,Science,Female,389,389,100
Div,35,Giles County ,English: Reading,Hispanic,193,193,100
Div,35,Giles County ,Mathematics,Hispanic,188,188,100
Div,35,Giles County ,Science,Hispanic,75,76,99
Div,35,Giles County ,English: Reading,Male,1092,1096,100
Div,35,Giles County ,Mathematics,Male,1031,1032,100
Div,35,Giles County ,Science,Male,371,373,99
Div,35,Giles County ,English: Reading,Students with Disabilities,258,260,99
Div,35,Giles County ,Mathematics,Students with Disabilities,250,252,99
Div,35,Giles County ,Science,Students with Disabilities,92,94,98
Div,35,Giles County ,English: Reading,White,1584,1591,100
Div,35,Giles County ,Mathematics,White,1460,1462,100
Div,35,Giles County ,Science,White,665,672,99
Div,36,Gloucester County ,English: Reading,All Students,2628,2652,99
Div,36,Gloucester County ,Mathematics,All Students,2482,2502,99
Div,36,Gloucester County ,Science,All Students,1103,1120,98
Div,36,Gloucester County ,English: Reading,Asian,22,22,100
Div,36,Gloucester County ,Mathematics,Asian,21,21,100
Div,36,Gloucester County ,Science,Asian,0,0,0
Div,36,Gloucester County ,English: Reading,Black,167,169,99
Div,36,Gloucester County ,Mathematics,Black,155,156,99
Div,36,Gloucester County ,Science,Black,68,69,99
Div,36,Gloucester County ,English: Reading,Economically Disadvantaged,1126,1141,99
Div,36,Gloucester County ,Mathematics,Economically Disadvantaged,1073,1087,99
Div,36,Gloucester County ,Science,Economically Disadvantaged,470,484,97
Div,36,Gloucester County ,English: Reading,English Learners,52,52,100
Div,36,Gloucester County ,Mathematics,English Learners,53,53,100
Div,36,Gloucester County ,Science,English Learners,21,21,100
Div,36,Gloucester County ,English: Reading,Female,1289,1298,99
Div,36,Gloucester County ,Mathematics,Female,1221,1228,99
Div,36,Gloucester County ,Science,Female,413,416,99
Div,36,Gloucester County ,English: Reading,Hispanic,217,219,99
Div,36,Gloucester County ,Mathematics,Hispanic,209,209,100
Div,36,Gloucester County ,Science,Hispanic,87,87,100
Div,36,Gloucester County ,English: Reading,Male,1339,1354,99
Div,36,Gloucester County ,Mathematics,Male,1261,1274,99
Div,36,Gloucester County ,Science,Male,397,403,99
Div,36,Gloucester County ,English: Reading,Students with Disabilities,393,401,98
Div,36,Gloucester County ,Mathematics,Students with Disabilities,371,376,99
Div,36,Gloucester County ,Science,Students with Disabilities,167,174,96
Div,36,Gloucester County ,English: Reading,White,2019,2036,99
Div,36,Gloucester County ,Mathematics,White,1901,1917,99
Div,36,Gloucester County ,Science,White,853,866,98
Div,37,Goochland County ,English: Reading,All Students,1355,1365,99
Div,37,Goochland County ,Mathematics,All Students,1122,1149,98
Div,37,Goochland County ,Science,All Students,426,432,99
Div,37,Goochland County ,English: Reading,Asian,10,10,100
Div,37,Goochland County ,Mathematics,Asian,0,0,0
Div,37,Goochland County ,Science,Asian,0,0,0
Div,37,Goochland County ,English: Reading,Black,159,161,99
Div,37,Goochland County ,Mathematics,Black,131,136,96
Div,37,Goochland County ,Science,Black,44,44,100
