Level,Div Num,Div Name,Subject,Subgroup,2020-2021 Pass Rate,2021-2022 Pass Rate,2022-2023 Pass Rate
Div,107,Covington City ,English: Reading,Black,50,,
Div,107,Covington City ,English: Writing,Black,30,,
Div,107,Covington City ,History and Social Sciences,Black,21,,
Div,107,Covington City ,Mathematics,Black,22,,
Div,107,Covington City ,Science,Black,29,,
Div,107,Covington City ,English: Reading,Economically Disadvantaged,53,,
Div,107,Covington City ,English: Writing,Economically Disadvantaged,39,,
Div,107,Covington City ,History and Social Sciences,Economically Disadvantaged,36,,
Div,107,Covington City ,Mathematics,Economically Disadvantaged,27,,
Div,107,Covington City ,Science,Economically Disadvantaged,41,,
Div,107,Covington City ,English: Reading,English Learners,<,,
Div,107,Covington City ,Mathematics,English Learners,<,,
Div,107,Covington City ,English: Reading,Female,68,,
Div,107,Covington City ,English: Writing,Female,51,,
Div,107,Covington City ,History and Social Sciences,Female,41,,
Div,107,Covington City ,Mathematics,Female,41,,
Div,107,Covington City ,Science,Female,57,,
Div,107,Covington City ,English: Reading,Hispanic,39,,
Div,107,Covington City ,English: Writing,Hispanic,<,,
Div,107,Covington City ,History and Social Sciences,Hispanic,<,,
Div,107,Covington City ,Mathematics,Hispanic,20,,
Div,107,Covington City ,Science,Hispanic,<,,
Div,107,Covington City ,English: Reading,Male,62,,
Div,107,Covington City ,English: Writing,Male,43,,
Div,107,Covington City ,History and Social Sciences,Male,39,,
Div,107,Covington City ,Mathematics,Male,37,,
Div,107,Covington City ,Science,Male,52,,
Div,107,Covington City ,English: Reading,Multiple Races,58,,
Div,107,Covington City ,English: Writing,Multiple Races,<,,
Div,107,Covington City ,History and Social Sciences,Multiple Races,33,,
Div,107,Covington City ,Mathematics,Multiple Races,21,,
Div,107,Covington City ,Science,Multiple Races,35,,
Div,107,Covington City ,English: Reading,Students with Disabilities,45,,
Div,107,Covington City ,English: Writing,Students with Disabilities,14,,
Div,107,Covington City ,History and Social Sciences,Students with Disabilities,8,,
Div,107,Covington City ,Mathematics,Students with Disabilities,17,,
Div,107,Covington City ,Science,Students with Disabilities,23,,
Div,107,Covington City ,English: Reading,White,70,,
Div,107,Covington City ,English: Writing,White,52,,
Div,107,Covington City ,History and Social Sciences,White,45,,
Div,107,Covington City ,Mathematics,White,45,,
Div,107,Covington City ,Science,White,62,,
Div,23,Craig County ,English: Reading,All Students,64,72,61
Div,23,Craig County ,English: Writing,All Students,45,55,61
Div,23,Craig County ,History and Social Sciences,All Students,54,57,53
Div,23,Craig County ,Mathematics,All Students,45,69,59
Div,23,Craig County ,Science,All Students,48,63,63
Div,23,Craig County ,English: Reading,Asian,<,<,<
Div,23,Craig County ,English: Writing,Asian,,,<
Div,23,Craig County ,History and Social Sciences,Asian,,<,<
Div,23,Craig County ,Mathematics,Asian,<,<,<
Div,23,Craig County ,Science,Asian,,,<
Div,23,Craig County ,English: Reading,Black,<,,
Div,23,Craig County ,Mathematics,Black,<,,
Div,23,Craig County ,Science,Black,,<,
Div,23,Craig County ,English: Reading,Economically Disadvantaged,57,68,57
Div,23,Craig County ,English: Writing,Economically Disadvantaged,37,45,58
Div,23,Craig County ,History and Social Sciences,Economically Disadvantaged,49,55,49
Div,23,Craig County ,Mathematics,Economically Disadvantaged,38,65,55
Div,23,Craig County ,Science,Economically Disadvantaged,37,59,55
Div,23,Craig County ,English: Reading,Female,69,80,62
Div,23,Craig County ,English: Writing,Female,51,67,73
Div,23,Craig County ,History and Social Sciences,Female,54,66,50
Div,23,Craig County ,Mathematics,Female,49,69,60
Div,23,Craig County ,Science,Female,47,68,59
Div,23,Craig County ,English: Reading,Hispanic,<,,
Div,23,Craig County ,English: Writing,Hispanic,<,,<
Div,23,Craig County ,History and Social Sciences,Hispanic,<,<,
Div,23,Craig County ,Mathematics,Hispanic,<,<,
Div,23,Craig County ,Science,Hispanic,<,,<
Div,23,Craig County ,English: Reading,Male,60,65,61
Div,23,Craig County ,English: Writing,Male,40,41,54
Div,23,Craig County ,History and Social Sciences,Male,55,51,55
Div,23,Craig County ,Mathematics,Male,42,70,59
Div,23,Craig County ,Science,Male,49,58,65
Div,23,Craig County ,English: Reading,Multiple Races,<,<,<
Div,23,Craig County ,English: Writing,Multiple Races,,,<
Div,23,Craig County ,History and Social Sciences,Multiple Races,,<,<
Div,23,Craig County ,Mathematics,Multiple Races,<,<,<
Div,23,Craig County ,Science,Multiple Races,,,<
Div,23,Craig County ,English: Reading,Students with Disabilities,37,51,34
Div,23,Craig County ,English: Writing,Students with Disabilities,27,6,29
Div,23,Craig County ,History and Social Sciences,Students with Disabilities,41,29,37
Div,23,Craig County ,Mathematics,Students with Disabilities,23,41,32
Div,23,Craig County ,Science,Students with Disabilities,29,21,29
Div,23,Craig County ,English: Reading,White,64,72,62
Div,23,Craig County ,English: Writing,White,46,55,60
Div,23,Craig County ,History and Social Sciences,White,55,57,53
Div,23,Craig County ,Mathematics,White,45,70,59
Div,23,Craig County ,Science,White,49,64,64
Div,24,Culpeper County ,English: Reading,All Students,64,65,65
Div,24,Culpeper County ,English: Writing,All Students,64,60,59
Div,24,Culpeper County ,History and Social Sciences,All Students,26,62,65
Div,24,Culpeper County ,Mathematics,All Students,49,65,66
Div,24,Culpeper County ,Remote Mathematics,All Students,65,,
Div,24,Culpeper County ,Remote Science,All Students,61,,
Div,24,Culpeper County ,Remote English: Reading,All Students,70,,
Div,24,Culpeper County ,Science,All Students,61,61,62
Div,24,Culpeper County ,English: Reading,Asian,81,83,72
Div,24,Culpeper County ,English: Writing,Asian,80,88,79
Div,24,Culpeper County ,History and Social Sciences,Asian,,76,74
Div,24,Culpeper County ,Mathematics,Asian,75,87,79
Div,24,Culpeper County ,Science,Asian,83,81,74
Div,24,Culpeper County ,Remote English: Reading,Asian,<,,
Div,24,Culpeper County ,Remote Science,Asian,<,,
Div,24,Culpeper County ,Remote Mathematics,Asian,<,,
Div,24,Culpeper County ,English: Reading,Black,51,56,53
Div,24,Culpeper County ,English: Writing,Black,47,49,48
Div,24,Culpeper County ,History and Social Sciences,Black,23,47,55
Div,24,Culpeper County ,Mathematics,Black,33,52,54
Div,24,Culpeper County ,Remote Science,Black,44,,
Div,24,Culpeper County ,Remote English: Reading,Black,55,,
Div,24,Culpeper County ,Science,Black,46,41,51
Div,24,Culpeper County ,Remote Mathematics,Black,48,,
Div,24,Culpeper County ,English: Reading,Economically Disadvantaged,51,54,53
Div,24,Culpeper County ,English: Writing,Economically Disadvantaged,50,45,48
Div,24,Culpeper County ,History and Social Sciences,Economically Disadvantaged,21,51,54
Div,24,Culpeper County ,Mathematics,Economically Disadvantaged,35,55,55
Div,24,Culpeper County ,Remote Science,Economically Disadvantaged,56,,
Div,24,Culpeper County ,Remote English: Reading,Economically Disadvantaged,60,,
Div,24,Culpeper County ,Remote Mathematics,Economically Disadvantaged,59,,
Div,24,Culpeper County ,Science,Economically Disadvantaged,46,47,52
Div,24,Culpeper County ,English: Reading,English Learners,19,25,28
Div,24,Culpeper County ,English: Writing,English Learners,14,6,16
Div,24,Culpeper County ,History and Social Sciences,English Learners,7,29,32
Div,24,Culpeper County ,Mathematics,English Learners,16,38,41
Div,24,Culpeper County ,Science,English Learners,12,14,20
Div,24,Culpeper County ,Remote English: Reading,English Learners,40,,
Div,24,Culpeper County ,Remote Mathematics,English Learners,40,,
Div,24,Culpeper County ,Remote Science,English Learners,<,,
Div,24,Culpeper County ,English: Reading,Female,66,69,67
Div,24,Culpeper County ,English: Writing,Female,68,70,66
Div,24,Culpeper County ,History and Social Sciences,Female,22,60,63
Div,24,Culpeper County ,Mathematics,Female,48,66,66
Div,24,Culpeper County ,Science,Female,59,61,61
Div,24,Culpeper County ,Remote Science,Female,68,,
Div,24,Culpeper County ,Remote English: Reading,Female,73,,
Div,24,Culpeper County ,Remote Mathematics,Female,64,,
Div,24,Culpeper County ,English: Reading,Hispanic,50,54,52
Div,24,Culpeper County ,English: Writing,Hispanic,52,49,49
Div,24,Culpeper County ,History and Social Sciences,Hispanic,14,53,58
Div,24,Culpeper County ,Mathematics,Hispanic,36,55,56
Div,24,Culpeper County ,Remote Science,Hispanic,70,,
Div,24,Culpeper County ,Science,Hispanic,44,47,51
Div,24,Culpeper County ,Remote Mathematics,Hispanic,63,,
Div,24,Culpeper County ,Remote English: Reading,Hispanic,63,,
Div,24,Culpeper County ,English: Reading,Male,62,62,63
Div,24,Culpeper County ,English: Writing,Male,60,50,53
Div,24,Culpeper County ,History and Social Sciences,Male,31,63,66
Div,24,Culpeper County ,Mathematics,Male,49,65,66
Div,24,Culpeper County ,Remote English: Reading,Male,67,,
Div,24,Culpeper County ,Remote Mathematics,Male,65,,
Div,24,Culpeper County ,Remote Science,Male,52,,
Div,24,Culpeper County ,Science,Male,63,62,63
Div,24,Culpeper County ,English: Reading,Multiple Races,59,60,62
Div,24,Culpeper County ,English: Writing,Multiple Races,59,59,54
Div,24,Culpeper County ,History and Social Sciences,Multiple Races,<,61,61
Div,24,Culpeper County ,Mathematics,Multiple Races,42,61,61
Div,24,Culpeper County ,Science,Multiple Races,59,59,60
Div,24,Culpeper County ,Remote Science,Multiple Races,55,,
Div,24,Culpeper County ,Remote Mathematics,Multiple Races,64,,
Div,24,Culpeper County ,Remote English: Reading,Multiple Races,70,,
Div,24,Culpeper County ,English: Reading,Students with Disabilities,34,35,35
Div,24,Culpeper County ,English: Writing,Students with Disabilities,20,17,21
Div,24,Culpeper County ,History and Social Sciences,Students with Disabilities,45,27,33
Div,24,Culpeper County ,Mathematics,Students with Disabilities,27,37,38
Div,24,Culpeper County ,Remote Science,Students with Disabilities,20,,
Div,24,Culpeper County ,Science,Students with Disabilities,35,32,29
Div,24,Culpeper County ,Remote Mathematics,Students with Disabilities,41,,
Div,24,Culpeper County ,Remote English: Reading,Students with Disabilities,39,,
Div,24,Culpeper County ,English: Reading,White,74,75,75
Div,24,Culpeper County ,English: Writing,White,73,68,68
Div,24,Culpeper County ,History and Social Sciences,White,32,71,72
Div,24,Culpeper County ,Mathematics,White,60,75,76
Div,24,Culpeper County ,Remote Mathematics,White,72,,
Div,24,Culpeper County ,Remote Science,White,67,,
Div,24,Culpeper County ,Science,White,74,75,73
Div,24,Culpeper County ,Remote English: Reading,White,78,,
Div,25,Cumberland County ,English: Reading,All Students,56,59,59
Div,25,Cumberland County ,English: Writing,All Students,67,51,47
Div,25,Cumberland County ,History and Social Sciences,All Students,49,57,56
Div,25,Cumberland County ,Mathematics,All Students,33,58,59
Div,25,Cumberland County ,Remote Mathematics,All Students,44,,
Div,25,Cumberland County ,Science,All Students,56,54,63
Div,25,Cumberland County ,Remote Science,All Students,63,,
Div,25,Cumberland County ,Remote English: Reading,All Students,54,,
Div,25,Cumberland County ,English: Reading,Asian,,<,<
Div,25,Cumberland County ,English: Writing,Asian,,,<
Div,25,Cumberland County ,History and Social Sciences,Asian,,<,<
Div,25,Cumberland County ,Mathematics,Asian,,<,<
Div,25,Cumberland County ,Science,Asian,,<,<
Div,25,Cumberland County ,English: Reading,Black,47,53,50
Div,25,Cumberland County ,English: Writing,Black,66,51,35
Div,25,Cumberland County ,History and Social Sciences,Black,40,48,50
Div,25,Cumberland County ,Mathematics,Black,20,50,52
Div,25,Cumberland County ,Remote Mathematics,Black,50,,
Div,25,Cumberland County ,Remote Science,Black,64,,
Div,25,Cumberland County ,Remote English: Reading,Black,55,,
Div,25,Cumberland County ,Science,Black,36,41,55
Div,25,Cumberland County ,English: Reading,Economically Disadvantaged,46,53,53
Div,25,Cumberland County ,English: Writing,Economically Disadvantaged,64,45,41
Div,25,Cumberland County ,History and Social Sciences,Economically Disadvantaged,39,52,50
Div,25,Cumberland County ,Mathematics,Economically Disadvantaged,25,50,54
Div,25,Cumberland County ,Remote Mathematics,Economically Disadvantaged,33,,
Div,25,Cumberland County ,Remote English: Reading,Economically Disadvantaged,45,,
Div,25,Cumberland County ,Science,Economically Disadvantaged,47,46,58
Div,25,Cumberland County ,Remote Science,Economically Disadvantaged,<,,
Div,25,Cumberland County ,English: Reading,English Learners,<,27,67
Div,25,Cumberland County ,English: Writing,English Learners,,<,<
Div,25,Cumberland County ,History and Social Sciences,English Learners,<,<,<
Div,25,Cumberland County ,Mathematics,English Learners,36,33,58
Div,25,Cumberland County ,Science,English Learners,<,<,<
Div,25,Cumberland County ,English: Reading,Female,60,65,67
Div,25,Cumberland County ,English: Writing,Female,70,58,54
Div,25,Cumberland County ,History and Social Sciences,Female,46,60,54
Div,25,Cumberland County ,Mathematics,Female,34,59,62
Div,25,Cumberland County ,Remote English: Reading,Female,47,,
Div,25,Cumberland County ,Science,Female,57,57,64
Div,25,Cumberland County ,Remote Science,Female,60,,
Div,25,Cumberland County ,Remote Mathematics,Female,33,,
Div,25,Cumberland County ,English: Reading,Hispanic,36,59,72
Div,25,Cumberland County ,English: Writing,Hispanic,<,20,<
Div,25,Cumberland County ,History and Social Sciences,Hispanic,<,53,63
Div,25,Cumberland County ,Mathematics,Hispanic,35,66,62
Div,25,Cumberland County ,Remote Mathematics,Hispanic,<,,
Div,25,Cumberland County ,Remote English: Reading,Hispanic,<,,
Div,25,Cumberland County ,Science,Hispanic,69,57,62
Div,25,Cumberland County ,English: Reading,Male,52,54,52
Div,25,Cumberland County ,English: Writing,Male,64,44,41
Div,25,Cumberland County ,History and Social Sciences,Male,51,54,57
Div,25,Cumberland County ,Mathematics,Male,31,58,55
Div,25,Cumberland County ,Science,Male,54,52,62
Div,25,Cumberland County ,Remote Mathematics,Male,54,,
Div,25,Cumberland County ,Remote Science,Male,64,,
Div,25,Cumberland County ,Remote English: Reading,Male,60,,
Div,25,Cumberland County ,English: Reading,Multiple Races,64,55,58
Div,25,Cumberland County ,English: Writing,Multiple Races,<,50,41
Div,25,Cumberland County ,History and Social Sciences,Multiple Races,40,63,47
Div,25,Cumberland County ,Mathematics,Multiple Races,27,55,65
Div,25,Cumberland County ,Remote Mathematics,Multiple Races,<,,
Div,25,Cumberland County ,Remote Science,Multiple Races,<,,
Div,25,Cumberland County ,Science,Multiple Races,71,58,66
Div,25,Cumberland County ,Remote English: Reading,Multiple Races,<,,
Div,25,Cumberland County ,English: Reading,Students with Disabilities,33,27,25
Div,25,Cumberland County ,English: Writing,Students with Disabilities,<,12,5
Div,25,Cumberland County ,History and Social Sciences,Students with Disabilities,39,29,18
Div,25,Cumberland County ,Mathematics,Students with Disabilities,23,31,31
Div,25,Cumberland County ,Remote English: Reading,Students with Disabilities,<,,
Div,25,Cumberland County ,Science,Students with Disabilities,28,23,27
Div,25,Cumberland County ,Remote Mathematics,Students with Disabilities,<,,
Div,25,Cumberland County ,English: Reading,White,64,65,66
Div,25,Cumberland County ,English: Writing,White,72,54,62
Div,25,Cumberland County ,History and Social Sciences,White,56,62,61
Div,25,Cumberland County ,Mathematics,White,43,64,62
Div,25,Cumberland County ,Remote Mathematics,White,<,,
Div,25,Cumberland County ,Remote Science,White,58,,
Div,25,Cumberland County ,Science,White,67,64,69
Div,25,Cumberland County ,Remote English: Reading,White,53,,
Div,108,Danville City ,English: Reading,All Students,43,48,50
Div,108,Danville City ,English: Writing,All Students,42,36,40
Div,108,Danville City ,History and Social Sciences,All Students,25,31,28
Div,108,Danville City ,Mathematics,All Students,30,36,38
Div,108,Danville City ,Science,All Students,33,36,38
Div,108,Danville City ,Remote Mathematics,All Students,25,,
Div,108,Danville City ,Remote Science,All Students,42,,
Div,108,Danville City ,Remote English: Reading,All Students,41,,
Div,108,Danville City ,English: Reading,Asian,71,73,91
Div,108,Danville City ,English: Writing,Asian,<,67,<
Div,108,Danville City ,History and Social Sciences,Asian,90,89,73
Div,108,Danville City ,Mathematics,Asian,76,87,84
Div,108,Danville City ,Remote Science,Asian,<,,
Div,108,Danville City ,Science,Asian,85,68,80
Div,108,Danville City ,Remote English: Reading,Asian,<,,
Div,108,Danville City ,Remote Mathematics,Asian,<,,
Div,108,Danville City ,English: Reading,Black,36,42,44
Div,108,Danville City ,English: Writing,Black,37,27,32
Div,108,Danville City ,History and Social Sciences,Black,16,24,21
Div,108,Danville City ,Mathematics,Black,22,29,32
Div,108,Danville City ,Remote English: Reading,Black,41,,
Div,108,Danville City ,Remote Mathematics,Black,22,,
Div,108,Danville City ,Remote Science,Black,40,,
Div,108,Danville City ,Science,Black,23,27,30
Div,108,Danville City ,English: Reading,Economically Disadvantaged,37,44,47
Div,108,Danville City ,English: Writing,Economically Disadvantaged,38,30,35
Div,108,Danville City ,History and Social Sciences,Economically Disadvantaged,18,26,24
Div,108,Danville City ,Mathematics,Economically Disadvantaged,22,31,35
Div,108,Danville City ,Remote English: Reading,Economically Disadvantaged,44,,
Div,108,Danville City ,Remote Science,Economically Disadvantaged,37,,
Div,108,Danville City ,Science,Economically Disadvantaged,24,29,35
Div,108,Danville City ,Remote Mathematics,Economically Disadvantaged,24,,
Div,108,Danville City ,English: Reading,English Learners,32,36,34
Div,108,Danville City ,English: Writing,English Learners,6,<,18
Div,108,Danville City ,History and Social Sciences,English Learners,28,23,22
Div,108,Danville City ,Mathematics,English Learners,25,32,36
Div,108,Danville City ,Remote English: Reading,English Learners,<,,
Div,108,Danville City ,Remote Mathematics,English Learners,<,,
Div,108,Danville City ,Remote Science,English Learners,<,,
Div,108,Danville City ,Science,English Learners,13,25,27
Div,108,Danville City ,English: Reading,Female,45,51,52
Div,108,Danville City ,English: Writing,Female,48,41,47
Div,108,Danville City ,History and Social Sciences,Female,25,28,28
Div,108,Danville City ,Mathematics,Female,29,36,38
Div,108,Danville City ,Remote English: Reading,Female,47,,
Div,108,Danville City ,Remote Mathematics,Female,27,,
Div,108,Danville City ,Science,Female,33,36,35
Div,108,Danville City ,Remote Science,Female,40,,
Div,108,Danville City ,English: Reading,Hispanic,54,60,56
Div,108,Danville City ,English: Writing,Hispanic,39,52,46
Div,108,Danville City ,History and Social Sciences,Hispanic,32,40,40
Div,108,Danville City ,Mathematics,Hispanic,34,44,47
Div,108,Danville City ,Remote English: Reading,Hispanic,50,,
Div,108,Danville City ,Remote Science,Hispanic,<,,
Div,108,Danville City ,Remote Mathematics,Hispanic,33,,
Div,108,Danville City ,Science,Hispanic,44,48,50
Div,108,Danville City ,English: Reading,Male,42,46,47
Div,108,Danville City ,English: Writing,Male,36,32,32
Div,108,Danville City ,History and Social Sciences,Male,26,33,27
Div,108,Danville City ,Mathematics,Male,30,35,38
Div,108,Danville City ,Science,Male,33,36,41
Div,108,Danville City ,Remote Mathematics,Male,23,,
Div,108,Danville City ,Remote Science,Male,43,,
Div,108,Danville City ,Remote English: Reading,Male,35,,
Div,108,Danville City ,English: Reading,Multiple Races,51,56,54
Div,108,Danville City ,English: Writing,Multiple Races,<,56,38
Div,108,Danville City ,History and Social Sciences,Multiple Races,37,30,18
Div,108,Danville City ,Mathematics,Multiple Races,38,50,46
Div,108,Danville City ,Remote Science,Multiple Races,<,,
Div,108,Danville City ,Science,Multiple Races,38,52,47
Div,108,Danville City ,Remote Mathematics,Multiple Races,36,,
Div,108,Danville City ,Remote English: Reading,Multiple Races,27,,
Div,108,Danville City ,English: Reading,Students with Disabilities,28,25,28
Div,108,Danville City ,English: Writing,Students with Disabilities,22,5,8
Div,108,Danville City ,History and Social Sciences,Students with Disabilities,15,13,10
Div,108,Danville City ,Mathematics,Students with Disabilities,24,20,23
Div,108,Danville City ,Remote Mathematics,Students with Disabilities,10,,
Div,108,Danville City ,Science,Students with Disabilities,20,17,21
Div,108,Danville City ,Remote Science,Students with Disabilities,<,,
Div,108,Danville City ,Remote English: Reading,Students with Disabilities,24,,
Div,108,Danville City ,English: Reading,White,60,65,64
Div,108,Danville City ,English: Writing,White,64,58,65
Div,108,Danville City ,History and Social Sciences,White,48,52,49
Div,108,Danville City ,Mathematics,White,48,51,53
Div,108,Danville City ,Remote Science,White,46,,
Div,108,Danville City ,Science,White,55,62,59
Div,108,Danville City ,Remote Mathematics,White,36,,
Div,108,Danville City ,Remote English: Reading,White,43,,
Div,917,Department of Juvenile Justice,English: Reading,All Students,25,54,40
Div,917,Department of Juvenile Justice,English: Writing,All Students,8,43,29
Div,917,Department of Juvenile Justice,History and Social Sciences,All Students,16,17,9
Div,917,Department of Juvenile Justice,Mathematics,All Students,7,44,33
Div,917,Department of Juvenile Justice,Science,All Students,21,30,33
Div,917,Department of Juvenile Justice,Science,Asian,<,,
Div,917,Department of Juvenile Justice,English: Reading,Black,27,<,35
Div,917,Department of Juvenile Justice,English: Writing,Black,<,<,29
Div,917,Department of Juvenile Justice,History and Social Sciences,Black,17,13,12
Div,917,Department of Juvenile Justice,Mathematics,Black,0,42,35
Div,917,Department of Juvenile Justice,Science,Black,7,<,27
Div,917,Department of Juvenile Justice,English: Reading,Economically Disadvantaged,10,54,40
Div,917,Department of Juvenile Justice,English: Writing,Economically Disadvantaged,<,43,31
Div,917,Department of Juvenile Justice,History and Social Sciences,Economically Disadvantaged,27,17,9
Div,917,Department of Juvenile Justice,Mathematics,Economically Disadvantaged,10,44,33
Div,917,Department of Juvenile Justice,Science,Economically Disadvantaged,21,30,33
Div,917,Department of Juvenile Justice,English: Reading,English Learners,<,,
Div,917,Department of Juvenile Justice,English: Writing,English Learners,<,,
Div,917,Department of Juvenile Justice,Mathematics,English Learners,<,,
Div,917,Department of Juvenile Justice,Science,English Learners,<,,
Div,917,Department of Juvenile Justice,English: Reading,Female,<,,<
Div,917,Department of Juvenile Justice,English: Writing,Female,,,<
Div,917,Department of Juvenile Justice,History and Social Sciences,Female,,,<
Div,917,Department of Juvenile Justice,Mathematics,Female,<,,<
Div,917,Department of Juvenile Justice,Science,Female,<,,<
Div,917,Department of Juvenile Justice,English: Reading,Hispanic,<,,
Div,917,Department of Juvenile Justice,English: Writing,Hispanic,<,<,
Div,917,Department of Juvenile Justice,History and Social Sciences,Hispanic,,,<
Div,917,Department of Juvenile Justice,Mathematics,Hispanic,<,<,<
Div,917,Department of Juvenile Justice,Science,Hispanic,<,,<
Div,917,Department of Juvenile Justice,English: Reading,Male,27,54,41
Div,917,Department of Juvenile Justice,English: Writing,Male,8,43,31
Div,917,Department of Juvenile Justice,History and Social Sciences,Male,16,17,7
Div,917,Department of Juvenile Justice,Mathematics,Male,7,44,25
Div,917,Department of Juvenile Justice,Science,Male,22,30,22
Div,917,Department of Juvenile Justice,Mathematics,Multiple Races,,,<
Div,917,Department of Juvenile Justice,English: Reading,Students with Disabilities,<,<,18
Div,917,Department of Juvenile Justice,English: Writing,Students with Disabilities,<,<,<
Div,917,Department of Juvenile Justice,History and Social Sciences,Students with Disabilities,<,<,0
Div,917,Department of Juvenile Justice,Mathematics,Students with Disabilities,<,45,20
Div,917,Department of Juvenile Justice,Science,Students with Disabilities,<,<,23
Div,917,Department of Juvenile Justice,English: Reading,White,<,<,<
Div,917,Department of Juvenile Justice,English: Writing,White,<,<,<
Div,917,Department of Juvenile Justice,History and Social Sciences,White,<,<,<
Div,917,Department of Juvenile Justice,Mathematics,White,<,<,<
Div,917,Department of Juvenile Justice,Science,White,,<,<
Div,26,Dickenson County ,English: Reading,All Students,66,73,72
Div,26,Dickenson County ,English: Writing,All Students,64,70,70
Div,26,Dickenson County ,History and Social Sciences,All Students,48,64,63
Div,26,Dickenson County ,Mathematics,All Students,59,68,70
Div,26,Dickenson County ,Science,All Students,60,67,68
Div,26,Dickenson County ,Remote English: Reading,All Students,<,,
Div,26,Dickenson County ,Remote Mathematics,All Students,<,,
Div,26,Dickenson County ,Remote Science,All Students,<,,
Div,26,Dickenson County ,English: Reading,Asian,<,<,
Div,26,Dickenson County ,English: Writing,Asian,,<,
Div,26,Dickenson County ,History and Social Sciences,Asian,<,,<
Div,26,Dickenson County ,Mathematics,Asian,<,<,<
Div,26,Dickenson County ,Science,Asian,<,<,
Div,26,Dickenson County ,English: Reading,Black,55,82,<
Div,26,Dickenson County ,English: Writing,Black,<,<,
Div,26,Dickenson County ,History and Social Sciences,Black,<,<,<
Div,26,Dickenson County ,Mathematics,Black,73,75,<
Div,26,Dickenson County ,Science,Black,<,<,<
Div,26,Dickenson County ,English: Reading,Economically Disadvantaged,58,65,66
Div,26,Dickenson County ,English: Writing,Economically Disadvantaged,59,65,55
Div,26,Dickenson County ,History and Social Sciences,Economically Disadvantaged,40,58,55
Div,26,Dickenson County ,Mathematics,Economically Disadvantaged,48,61,62
Div,26,Dickenson County ,Remote English: Reading,Economically Disadvantaged,<,,
Div,26,Dickenson County ,Science,Economically Disadvantaged,51,62,63
Div,26,Dickenson County ,Remote Science,Economically Disadvantaged,<,,
Div,26,Dickenson County ,Remote Mathematics,Economically Disadvantaged,<,,
Div,26,Dickenson County ,English: Reading,English Learners,<,<,
Div,26,Dickenson County ,English: Writing,English Learners,,<,
Div,26,Dickenson County ,History and Social Sciences,English Learners,<,,
Div,26,Dickenson County ,Mathematics,English Learners,<,<,<
Div,26,Dickenson County ,Science,English Learners,<,<,
Div,26,Dickenson County ,English: Reading,Female,70,77,75
Div,26,Dickenson County ,English: Writing,Female,81,77,76
Div,26,Dickenson County ,History and Social Sciences,Female,47,62,62
Div,26,Dickenson County ,Mathematics,Female,62,69,73
Div,26,Dickenson County ,Remote Mathematics,Female,<,,
Div,26,Dickenson County ,Remote Science,Female,<,,
Div,26,Dickenson County ,Remote English: Reading,Female,<,,
Div,26,Dickenson County ,Science,Female,57,69,66
Div,26,Dickenson County ,English: Reading,Hispanic,<,<,<
Div,26,Dickenson County ,English: Writing,Hispanic,,,<
Div,26,Dickenson County ,History and Social Sciences,Hispanic,<,<,<
Div,26,Dickenson County ,Mathematics,Hispanic,<,<,<
Div,26,Dickenson County ,Science,Hispanic,<,<,<
Div,26,Dickenson County ,English: Reading,Male,62,70,70
Div,26,Dickenson County ,English: Writing,Male,50,64,63
Div,26,Dickenson County ,History and Social Sciences,Male,49,66,64
Div,26,Dickenson County ,Mathematics,Male,56,66,66
Div,26,Dickenson County ,Remote English: Reading,Male,<,,
Div,26,Dickenson County ,Remote Science,Male,<,,
Div,26,Dickenson County ,Science,Male,63,66,69
Div,26,Dickenson County ,English: Reading,Multiple Races,<,<,<
Div,26,Dickenson County ,English: Writing,Multiple Races,<,<,
Div,26,Dickenson County ,History and Social Sciences,Multiple Races,<,<,<
Div,26,Dickenson County ,Mathematics,Multiple Races,<,<,<
Div,26,Dickenson County ,Science,Multiple Races,<,<,<
Div,26,Dickenson County ,English: Reading,Students with Disabilities,36,43,40
Div,26,Dickenson County ,English: Writing,Students with Disabilities,24,32,21
Div,26,Dickenson County ,History and Social Sciences,Students with Disabilities,30,27,28
Div,26,Dickenson County ,Mathematics,Students with Disabilities,30,40,41
Div,26,Dickenson County ,Science,Students with Disabilities,33,36,35
Div,26,Dickenson County ,Remote Science,Students with Disabilities,<,,
Div,26,Dickenson County ,Remote English: Reading,Students with Disabilities,<,,
Div,26,Dickenson County ,English: Reading,White,66,73,72
Div,26,Dickenson County ,English: Writing,White,64,71,70
Div,26,Dickenson County ,History and Social Sciences,White,48,64,62
Div,26,Dickenson County ,Mathematics,White,58,67,70
Div,26,Dickenson County ,Remote Mathematics,White,<,,
Div,26,Dickenson County ,Science,White,60,67,68
Div,26,Dickenson County ,Remote English: Reading,White,<,,
Div,26,Dickenson County ,Remote Science,White,<,,
Div,27,Dinwiddie County ,English: Reading,All Students,64,68,65
Div,27,Dinwiddie County ,English: Writing,All Students,68,56,60
Div,27,Dinwiddie County ,History and Social Sciences,All Students,65,60,59
Div,27,Dinwiddie County ,Mathematics,All Students,45,63,62
Div,27,Dinwiddie County ,Remote Mathematics,All Students,64,,
Div,27,Dinwiddie County ,Science,All Students,52,60,60
Div,27,Dinwiddie County ,Remote Science,All Students,55,,
Div,27,Dinwiddie County ,Remote English: Reading,All Students,76,,
Div,27,Dinwiddie County ,English: Reading,Asian,<,<,<
